"Category","BEV","PHEV","H2","LPG","CNG","LNG"
2008,12,,,,51,
2009,12,,,,58,
2010,14,,,,108,
2011,14,,,,274,
2012,31,9,,,445,
2013,111,32,,,495,
2014,305,61,,,533,
2015,691,227,1,,754,
2016,1066,1007,,,1112,
2017,1910,3188,1,,1427,
2018,2684,6051,16,0,1566,
2019,3749,8003,23,0,1603,
2020,5499,9698,22,0,1644,
2021,10852,15655,27,0,1603,
2022,17716,20692,27,0,1607,
2023,25665,21750,28,0,1605,
2024,30218,24384,26,0,1545,
2025,36122,27632,26,,1445,
2026,39244,29212,26,0,1431,0
