"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0,,,0.18,,
"2010",0.01,0,,0.18,,
"2011",0.01,0,,0.17,,
"2012",0.01,0,,0.16,,
"2013",0.02,0.01,0,0.15,,
"2014",0.04,0.03,0,0.14,,
"2015",0.07,0.09,0,0.13,,
"2016",0.09,0.17,0,0.11,,
"2017",0.13,0.27,0,0.1,,
"2018",0.17,0.39,0,0.09,,
"2019",0.28,0.47,0,0.08,,
"2020",0.59,0.66,0,0.07,,
"2021",1.15,0.98,0,0.06,,
"2022",1.9,1.25,0,0.06,,
"2023",2.77,1.61,0,0.06,,
"2024",3.79,2.02,0,0.06,,
"2025",5.03,2.62,0,0.06,,
