"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,,,
"2010",0,0,,0.81,,
"2011",0.01,0,,0.79,,
"2012",0.01,0,,0.87,,
"2013",0.01,0,,0.93,0,
"2014",0.01,0,,1,0,
"2015",0.03,0.01,,1.02,0,
"2016",0.05,0.04,,1.02,0,
"2017",0.15,0.09,,1.03,0,
"2018",0.32,0.18,,1.06,0,
"2019",0.53,0.32,,1.04,0,
"2020",0.61,0.56,,1,0,
"2021",0.89,0.85,0,0.96,0,
"2022",1.16,1.12,0,0.95,0,
"2023",1.79,1.64,0,1.07,0,
"2024",2.73,2.15,0,1.23,0,
"2025",3.9,2.68,0,1.43,0,
