"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,0.09,,
"2010",,,,0.17,,
"2011",0,0,,2.29,,
"2012",0,0,,2.36,0.05,
"2013",0,,,2.29,0.06,
"2014",0.01,0,,2.21,0.06,
"2015",0.01,0.01,,2.11,0.08,
"2016",0.01,0.01,,2.15,0.07,
"2017",0.02,0.02,,2.14,0.07,
"2018",0.03,0.03,,2.11,0.08,
"2019",0.04,0.03,,2.11,0.08,
"2020",0.08,0.07,,2.03,0.1,
"2021",0.12,0.11,0,1.9,0.1,
"2022",0.18,0.17,0,1.84,0.11,
"2023",0.3,0.27,0,1.82,0.12,
"2024",0.54,0.4,,1.8,0.1,
"2025",0.68,0.51,0,1.8,0.1,
