"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,,,
"2010",,,,,,
"2011",,,,,,
"2012",0,,,,,
"2013",0,,,,,
"2014",0,0,,,,
"2015",0,0.01,,,,
"2016",0.01,0.01,,0.02,,
"2017",0.02,0.02,,0.03,,
"2018",0.02,0.03,,0.04,,
"2019",0.03,0.04,,0.04,,
"2020",0.04,0.06,,0.04,,
"2021",0.06,0.08,,0.04,,
"2022",0.14,0.11,,0.04,,
"2023",0.23,0.19,,0.03,,
"2024",0.33,0.22,,0.03,,
"2025",0.53,0.33,,0.03,,
