"Category","BEV","PHEV","H2","LPG","CNG","LNG"
2008,,,,,,
2009,,,,,,
2010,,,,,,
2011,,,,,,
2012,38,,,,,
2013,59,,,1,2,
2014,87,4,,2,,
2015,136,7,,2,1,
2016,140,7,,45,2,
2017,189,12,,62,,
2018,603,14,,83,,
2019,983,195,,100,,
2020,1293,637,,120,,
2021,1783,714,,120,,
2022,2803,2716,,1834,,
2023,4364,3706,,1867,,
2024,7297,4675,,1927,,
2025,9805,5074,,1906,,
2026,11210,5381,0,1904,0,0
