"Category","BEV","PHEV","H2","LPG","CNG","LNG"
2008,1,,,39000,,
2009,1,,,46000,,
2010,3,,,47000,,
2011,7,,,48000,,
2012,13,,,49000,66,
2013,24,12,,51000,219,
2014,39,33,,52000,203,
2015,163,70,,54742,202,
2016,233,96,,58760,96,
2017,285,132,,60333,126,
2018,461,230,,60527,133,
2019,725,352,,60576,133,
2020,1314,553,,60600,133,
2021,2977,1181,,58478,133,
2022,4801,2544,,56462,133,
2023,7058,4534,,56190,121,
2024,9987,8146,,56036,130,
2025,12605,13562,,57013,128,
2026,14385,16356,0,57601,128,0
