DATAFLOW,LAST UPDATE,freq,indic_ppp,ppp_cat18,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,1998,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,1999,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2000,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2001,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2002,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2003,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2004,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2005,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2006,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2007,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2008,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2009,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2010,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2011,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2012,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2013,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2014,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2015,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2016,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2017,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2018,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2019,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2020,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2021,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2022,400,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2023,400,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Austria,2024,400,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,1995,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,1996,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,1997,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,1998,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,1999,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2000,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2001,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2002,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2003,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2004,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2005,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2006,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2007,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2008,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2009,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2010,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2011,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2012,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2013,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2014,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2015,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2016,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2017,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2018,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2019,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2020,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2021,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2022,200,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2023,300,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bosnia and Herzegovina,2024,300,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,1995,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,1996,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,1997,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,1998,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,1999,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2000,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2001,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2002,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2003,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2004,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2005,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2006,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2007,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2008,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2009,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2010,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2011,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2012,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2013,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2014,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2015,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2016,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2017,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2018,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2019,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2020,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2021,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2022,400,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2023,400,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Belgium,2024,400,p,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,1995,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,1996,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,1997,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,1998,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,1999,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2000,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2001,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2002,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2003,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2004,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2005,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2006,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2007,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2008,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2009,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2010,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2011,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2012,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2013,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2014,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2015,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2016,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2017,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2018,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2019,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2020,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2021,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2022,200,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2023,300,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Bulgaria,2024,300,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,1995,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,1996,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,1997,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,1998,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,1999,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2000,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2001,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2002,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2003,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2004,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2005,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2006,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2007,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2008,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2009,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2010,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2011,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2012,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2013,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2014,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2015,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2016,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2017,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2018,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2019,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2020,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2021,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2022,400,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2023,400,p,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Switzerland,2024,400,p,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Candidate and potential candidate countries except Türkiye and Kosovo* (under United Nations Security Council Resolution 1244/99),1995,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Candidate and potential candidate countries except Türkiye and Kosovo* (under United Nations Security Council Resolution 1244/99),1996,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Candidate and potential candidate countries except Türkiye and Kosovo* (under United Nations Security Council Resolution 1244/99),1997,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Candidate and potential candidate countries except Türkiye and Kosovo* (under United Nations Security Council Resolution 1244/99),1998,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Candidate and potential candidate countries except Türkiye and Kosovo* (under United Nations Security Council Resolution 1244/99),1999,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Candidate and potential candidate countries except Türkiye and Kosovo* (under United Nations Security Council Resolution 1244/99),2000,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Candidate and potential candidate countries except Türkiye and Kosovo* (under United Nations Security Council Resolution 1244/99),2001,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Candidate and potential candidate countries except Türkiye and Kosovo* (under United Nations Security Council Resolution 1244/99),2002,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Candidate and potential candidate countries except Türkiye and Kosovo* (under United Nations Security Council Resolution 1244/99),2003,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Candidate and potential candidate countries except Türkiye and Kosovo* (under United Nations Security Council Resolution 1244/99),2004,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Candidate and potential candidate countries except Türkiye and Kosovo* (under United Nations Security Council Resolution 1244/99),2005,,,
ESTAT:PRC_PPP_IND_1(1.0),13/01/26 23:00:00,Annual,Real expenditure per capita (in PPS_EU27_2020),Cereals and cereal products,Candidate and potential candidate countries except Türkiye and Kosovo* (under United Nations Security Council Resolution 1244/99),2006,,,
