DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Poland,2017,12360,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Poland,2018,13280,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Poland,2019,14190,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Poland,2020,14310,b,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Poland,2021,15770,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Poland,2022,17520,b,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Poland,2023,19980,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Poland,2024,22610,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Portugal,2015,17280,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Portugal,2016,18000,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Portugal,2017,18910,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Portugal,2018,19840,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Portugal,2019,20710,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Portugal,2020,19360,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Portugal,2021,20800,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Portugal,2022,23300,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Portugal,2023,25560,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Portugal,2024,27060,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Romania,2015,8090,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Romania,2016,8500,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Romania,2017,9510,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Romania,2018,10510,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Romania,2019,11520,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Romania,2020,11390,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Romania,2021,12590,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Romania,2022,14740,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Romania,2023,16870,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Romania,2024,18560,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Serbia,2015,5250,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Serbia,2016,5410,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Serbia,2017,5820,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Serbia,2018,6400,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Serbia,2019,6930,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Serbia,2020,7110,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Serbia,2021,8180,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Serbia,2022,9530,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Serbia,2023,11350,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Serbia,2024,12640,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Sweden,2015,46160,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Sweden,2016,46790,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Sweden,2017,47210,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Sweden,2018,45770,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Sweden,2019,46110,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Sweden,2020,46180,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Sweden,2021,51260,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Sweden,2022,51980,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Sweden,2023,50490,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Sweden,2024,52550,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovenia,2015,18660,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovenia,2016,19380,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovenia,2017,20630,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovenia,2018,21940,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovenia,2019,23050,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovenia,2020,22230,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovenia,2021,24690,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovenia,2022,26970,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovenia,2023,30200,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovenia,2024,31700,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovakia,2015,14820,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovakia,2016,15030,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovakia,2017,15620,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovakia,2018,16580,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovakia,2019,17340,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovakia,2020,17270,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovakia,2021,18730,b,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovakia,2022,20150,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovakia,2023,22640,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Slovakia,2024,23850,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Türkiye,2015,9950,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Türkiye,2016,9920,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Türkiye,2017,9520,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Türkiye,2018,8190,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Türkiye,2019,8380,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Türkiye,2020,7660,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Türkiye,2021,8400,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Türkiye,2022,10360,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,Türkiye,2023,12330,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,United Kingdom,2015,40620,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,United Kingdom,2016,37080,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,United Kingdom,2017,35730,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,United Kingdom,2018,36440,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, euro per capita",Gross domestic product at market prices,United Kingdom,2019,37830,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Albania,2015,501540,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Albania,2016,517470,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Albania,2017,549530,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Albania,2018,579410,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Albania,2019,599830,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Albania,2020,583540,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Albania,2021,663900,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Albania,2022,773930,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Austria,2015,39640,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Austria,2016,40690,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Austria,2017,41760,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Austria,2018,43360,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Austria,2019,44570,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Austria,2020,42650,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Austria,2021,45380,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Austria,2022,49640,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Austria,2023,52330,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Austria,2024,53830,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Belgium,2015,36860,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Belgium,2016,37810,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Belgium,2017,38980,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Belgium,2018,40210,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Belgium,2019,41730,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Belgium,2020,40190,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Belgium,2021,43680,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Belgium,2022,48060,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Belgium,2023,51140,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Belgium,2024,52370,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Bulgaria,2015,12820,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Bulgaria,2016,13830,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Bulgaria,2017,15090,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Bulgaria,2018,16320,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Bulgaria,2019,18090,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Bulgaria,2020,18470,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Bulgaria,2021,21440,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Bulgaria,2022,26040,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Bulgaria,2023,28680,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Bulgaria,2024,31810,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Switzerland,2015,81980,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Switzerland,2016,82160,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Switzerland,2017,82280,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Switzerland,2018,85040,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Switzerland,2019,85300,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Switzerland,2020,82120,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Switzerland,2021,88220,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Switzerland,2022,93340,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Switzerland,2023,93570,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Switzerland,2024,94720,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Cyprus,2015,20810,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Cyprus,2016,21930,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Cyprus,2017,23230,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Cyprus,2018,24660,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Cyprus,2019,26110,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Cyprus,2020,24630,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Cyprus,2021,27850,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Cyprus,2022,31560,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Cyprus,2023,33870,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Cyprus,2024,35730,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Czechia,2015,442710,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Czechia,2016,460640,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Czechia,2017,492290,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Czechia,2018,519810,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Czechia,2019,558170,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Czechia,2020,554960,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Czechia,2021,600690,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Czechia,2022,655220,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Czechia,2023,704140,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Czechia,2024,739500,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Germany,2015,37950,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Germany,2016,39030,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Germany,2017,40630,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Germany,2018,41800,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Germany,2019,43030,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Germany,2020,42020,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Germany,2021,44910,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Germany,2022,48340,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Germany,2023,50660,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Germany,2024,51830,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Denmark,2015,357280,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Denmark,2016,366840,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Denmark,2017,379800,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Denmark,2018,387230,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Denmark,2019,396020,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Denmark,2020,399090,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Denmark,2021,436130,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Denmark,2022,479360,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Denmark,2023,468720,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Denmark,2024,489710,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,31400,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,32170,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,33320,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,34350,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,35410,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,33840,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,36750,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022,39850,,
