DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2015,95090,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2016,96230,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2017,97440,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2018,98870,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2019,100420,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2020,102190,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2021,113920,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2022,117100,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2023,122970,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2024,127030,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2015,12010,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2016,12500,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2017,13400,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2018,14620,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2019,15450,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2020,15370,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2021,17130,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2022,19130,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2023,21030,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2024,21640,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2015,5790,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2016,6300,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2017,6790,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2018,7340,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2019,7820,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2020,6610,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2021,7880,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2022,9530,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2023,11340,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2024,12260,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2015,292270.00000000,e,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2016,312010.00000000,e,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2017,325550.00000000,e,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2018,349850.00000000,e,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2019,369180.00000000,e,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2020,359970.00000000,e,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2021,397060.00000000,e,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2022,445530.00000000,e,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2023,493980.00000000,e,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2024,528450.00000000,e,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2015,23000,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2016,23900,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2017,26820,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2018,28240,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2019,28920,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2020,27870,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2021,32190,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2022,33810,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2023,37800,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2024,40620,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2015,41270,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2016,42290,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2017,43830,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2018,45690,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2019,47840,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2020,46810,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2021,50850,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2022,56140,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2023,58740,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2024,62380,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2015,603120,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2016,595120,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2017,629730,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2018,673300,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2019,672580,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2020,643540,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2021,799540,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2022,1050560,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2023,924200,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2024,932630,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2015,47640,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2016,49160,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2017,52600,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2018,56580,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2019,60980,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2020,63580,b,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2021,71990,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2022,82080,b,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2023,90760,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2024,97360,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2015,17280,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2016,18000,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2017,18910,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2018,19840,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2019,20710,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2020,19360,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2021,20800,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2022,23300,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2023,25560,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2024,27060,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2015,35950,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2016,38170,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2017,43470,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2018,48910,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2019,54650,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2020,55120,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2021,61960,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2022,72670,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2023,83440,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2024,92320,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2015,633320,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2016,665710,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2017,705610,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2018,757310,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2019,816280,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2020,835490,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2021,962210,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2022,1119390,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2023,1331370,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2024,1480040,p,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2015,431760,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2016,443030,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2017,454890,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2018,469560,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2019,488270,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2020,484170,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2021,520150,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2022,552510,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2023,579580,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2024,600790,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2015,18660,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2016,19380,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2017,20630,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2018,21940,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2019,23050,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2020,22230,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2021,24690,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2022,26970,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2023,30200,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2024,31700,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2015,14820,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2016,15030,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2017,15620,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2018,16580,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2019,17340,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2020,17270,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2021,18730,b,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2022,20150,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2023,22640,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2024,23850,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2015,30100,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2016,33170,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2017,39240,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2018,46760,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2019,53310,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2020,61660,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2021,88340,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2022,180350,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2023,317510,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,United Kingdom,2015,29480,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,United Kingdom,2016,30380,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,United Kingdom,2017,31330,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,United Kingdom,2018,32240,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,United Kingdom,2019,33200,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Albania,2015,8444.4,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Albania,2016,8480.8,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Albania,2017,8932.7,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Albania,2018,9287.2,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Albania,2019,9619.5,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Albania,2020,9269.8,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Albania,2021,10286.7,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Albania,2022,12188.9,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Austria,2015,35681.6,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Austria,2016,36385.4,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Austria,2017,37011.9,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Austria,2018,38414.6,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Austria,2019,39259.3,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Austria,2020,37382.4,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Austria,2021,40182.4,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Austria,2022,44418.8,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Austria,2023,46171.3,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Austria,2024,46883.1,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Belgium,2015,33127.0,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Belgium,2016,33631.3,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Belgium,2017,34519.2,,
ESTAT:NAMA_10_PC(1.0),05/12/25 23:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Belgium,2018,35574.9,,
