DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,European Union - 27 countries (from 2020),2025,451284558,ep,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,European Union - 27 countries (from 2020),2026,451990314,ep,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Finland,2015,5471753,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Finland,2016,5487308,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Finland,2017,5503297,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Finland,2018,5513130,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Finland,2019,5517919,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Finland,2020,5525292,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Finland,2021,5533793,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Finland,2022,5548241,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Finland,2023,5563970,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Finland,2024,5603851,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Finland,2025,5635971,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Finland,2026,5652881,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,France,2015,66458153,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,France,2016,66638391,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,France,2017,66809816,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,France,2018,67026224,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,France,2019,67290471,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,France,2020,67473651,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,France,2021,67728568,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,France,2022,68091703,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,France,2023,68436003,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,France,2024,68669303,p,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,France,2025,68882600,p,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,France,2026,69112309,p,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Georgia,2015,3729500,b,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Georgia,2016,3720400,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Georgia,2017,3718200,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Georgia,2018,3729633,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Georgia,2019,3723464,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Georgia,2020,3716858,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Georgia,2021,3728573,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Georgia,2022,3688647,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Georgia,2023,3736357,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Georgia,2024,3694608,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Georgia,2025,3704506,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Georgia,2026,3941103,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Croatia,2015,4180915,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Croatia,2016,4131115,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Croatia,2017,4078769,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Croatia,2018,4014341,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Croatia,2019,3968676,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Croatia,2020,3933511,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Croatia,2021,3893026,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Croatia,2022,3862305,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Croatia,2023,3850894,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Croatia,2024,3861967,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Croatia,2025,3874350,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Croatia,2026,3876002,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Hungary,2015,9815858,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Hungary,2016,9779652,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Hungary,2017,9739857,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Hungary,2018,9713655,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Hungary,2019,9700272,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Hungary,2020,9689376,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Hungary,2021,9651461,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Hungary,2022,9610403,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Hungary,2023,9599744,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Hungary,2024,9584627,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Hungary,2025,9539502,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Hungary,2026,9488428,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Ireland,2015,4677627,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Ireland,2016,4726286,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Ireland,2017,4799157,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Ireland,2018,4855733,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Ireland,2019,4940311,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Ireland,2020,5012600,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Ireland,2021,5066893,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Ireland,2022,5154277,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Ireland,2023,5271395,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Ireland,2024,5351681,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Ireland,2025,5440278,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Ireland,2026,5510565,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Iceland,2015,329100,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Iceland,2016,332529,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Iceland,2017,338349,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Iceland,2018,348450,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Iceland,2019,356991,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Iceland,2020,364134,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Iceland,2021,368792,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Iceland,2022,376248,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Iceland,2023,387758,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Iceland,2024,383567,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Iceland,2025,389444,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Iceland,2026,394324,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Italy,2015,60295497,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Italy,2016,60163712,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Italy,2017,60066734,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Italy,2018,59937769,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Italy,2019,59816673,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Italy,2020,59641488,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Italy,2021,59236213,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Italy,2022,59030133,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Italy,2023,58997201,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Italy,2024,58971230,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Italy,2025,58943464,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Italy,2026,58942828,p,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Liechtenstein,2015,37366,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Liechtenstein,2016,37622,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Liechtenstein,2017,37810,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Liechtenstein,2018,38114,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Liechtenstein,2019,38378,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Liechtenstein,2020,38747,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Liechtenstein,2021,39055,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Liechtenstein,2022,39308,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Liechtenstein,2023,39677,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Liechtenstein,2024,40015,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Liechtenstein,2025,40886,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Liechtenstein,2026,41227,p,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Lithuania,2015,2926644,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Lithuania,2016,2895573,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Lithuania,2017,2859077,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Lithuania,2018,2826200,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Lithuania,2019,2812200,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Lithuania,2020,2809977,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Lithuania,2021,2810761,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Lithuania,2022,2805998,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Lithuania,2023,2857279,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Lithuania,2024,2885891,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Lithuania,2025,2890664,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Lithuania,2026,2887592,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Luxembourg,2015,562958,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Luxembourg,2016,576249,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Luxembourg,2017,590667,b,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Luxembourg,2018,602005,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Luxembourg,2019,613894,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Luxembourg,2020,626108,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Luxembourg,2021,634730,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Luxembourg,2022,645397,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Luxembourg,2023,660809,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Luxembourg,2024,672050,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Luxembourg,2025,681973,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Luxembourg,2026,690959,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Latvia,2015,1986096,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Latvia,2016,1968957,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Latvia,2017,1950116,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Latvia,2018,1934379,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Latvia,2019,1919968,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Latvia,2020,1907675,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Latvia,2021,1893223,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Latvia,2022,1875757,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Latvia,2023,1895239,b,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Latvia,2024,1878575,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Latvia,2025,1860565,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Latvia,2026,1845096,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Monaco,2015,37700,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Monaco,2016,38200,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Monaco,2018,38300,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Monaco,2019,38300,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Monaco,2024,38367,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Monaco,2025,38423,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Monaco,2026,38857,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Moldova,2015,3555159,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Moldova,2016,2846327,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Moldova,2017,2825628,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Moldova,2018,2780744,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Moldova,2019,2729634,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Moldova,2020,2684772,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Moldova,2021,2643675,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Moldova,2022,2565030,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Moldova,2023,2512758,ep,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Moldova,2024,2423287,ep,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Moldova,2025,2415549,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Moldova,2026,2365645,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Montenegro,2015,622099,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Montenegro,2016,622218,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Montenegro,2017,622387,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Montenegro,2018,622359,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Montenegro,2019,622182,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Montenegro,2020,621873,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Montenegro,2021,620739,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Montenegro,2022,617683,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Montenegro,2023,616695,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Montenegro,2024,623680,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Montenegro,2025,623327,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Montenegro,2026,622902,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,North Macedonia,2015,2069172,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,North Macedonia,2016,2071278,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,North Macedonia,2017,2073702,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,North Macedonia,2018,2075301,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,North Macedonia,2019,2077132,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,North Macedonia,2020,2076255,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,North Macedonia,2021,2068808,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,North Macedonia,2022,1837114,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,North Macedonia,2023,1829954,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,North Macedonia,2024,1826247,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,North Macedonia,2025,1822612,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,North Macedonia,2026,1819074,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Malta,2015,438805,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Malta,2016,449635,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Malta,2017,459375,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Malta,2018,474837,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Malta,2019,492968,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Malta,2020,514855,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Malta,2021,516125,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Malta,2022,520174,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Malta,2023,542051,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Malta,2024,563443,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Malta,2025,574250,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Malta,2026,588254,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Netherlands,2015,16900726,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Netherlands,2016,16979120,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Netherlands,2017,17081507,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Netherlands,2018,17181084,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Netherlands,2019,17282163,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Netherlands,2020,17407585,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Netherlands,2021,17475415,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Netherlands,2022,17590672,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Netherlands,2023,17811291,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Netherlands,2024,17942942,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Netherlands,2025,18044027,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Netherlands,2026,18130208,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Norway,2015,5165802,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Norway,2016,5213985,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Norway,2017,5258317,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Norway,2018,5295619,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Norway,2019,5328212,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Norway,2020,5367580,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Norway,2021,5391369,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Norway,2022,5425270,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Norway,2023,5488984,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Norway,2024,5550203,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Norway,2025,5594340,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Norway,2026,5627400,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Poland,2015,38005614,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Poland,2016,37967209,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Poland,2017,37972964,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Poland,2018,37976687,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Poland,2019,37972812,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Poland,2020,37958138,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Poland,2021,37073357,b,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Poland,2022,36889761,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Poland,2023,36753736,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Poland,2024,36620970,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Poland,2025,36497495,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Poland,2026,36332765,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Portugal,2015,10395121,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Portugal,2016,10368554,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Portugal,2017,10344478,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Portugal,2018,10335770,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Portugal,2019,10333496,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Portugal,2020,10375395,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Portugal,2021,10394297,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Portugal,2022,10599117,b,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Portugal,2023,10929704,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Portugal,2024,11204347,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Portugal,2025,11387222,,
