"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,,,
"2010",,,,3.3,0.01,
"2011",,,,4.8,,
"2012",0,,,6.77,0,
"2013",0,0,,7.62,0,
"2014",0.03,0,,8.57,0,
"2015",0.03,0,,7.71,0,
"2016",0.04,0,,7.89,0.01,
"2017",0.05,0.01,,7.55,0.02,
"2018",0.06,0.01,,7.15,0.02,
"2019",0.09,0.02,,6.77,0.02,
"2020",0.16,0.03,,6.47,0.03,
"2021",0.28,0.04,,6.32,0.03,
"2022",0.49,0.07,,6.2,0.03,
"2023",0.8,0.11,,6.06,0.03,
"2024",1.19,0.18,,5.65,0.11,
"2025",1.38,0.5,,5.42,0.11,
