panstwo,rok,liczba_bev_we_flocie,liczba_phev_we_flocie,procent_bev_we_flocie,procent_phev_we_flocie,liczba_bev_w_nowych_rejestracjach,liczba_phev_w_nowych_rejestracjach,procent_bev_w_nowych_rejestracjach,procent_phev_w_nowych_rejestracjach,liczba_ev_we_flocie,procent_ev_we_flocie,liczba_ev_w_nowych_rejestracjach,procent_ev_w_nowych_rejestracjach,pkb_per_capita_pps,cena_energii_eur_kwh,cena_benzyny_eur_litr,cena_diesla_eur_litr,koszt_100_km_ev,koszt_100_km_benzyna,koszt_100_km_diesel,relacja_kosztu_ev_do_benzyny,relacja_kosztu_ev_do_diesla,polityka_ue_etap,po_2035,punkty_ladowania_razem,punkty_ac,punkty_dc,ludnosc,punkty_ladowania_na_100_tys_mieszkancow
Włochy,2020,53079.0,44212.0,0.13,0.11,32477.0,27402.0,2.35,1.99,97291.0,0.24,59879.0,4.34,28386.4,0.2189499999999999,1.4319976,1.317785,3.9411,10.0239832,7.90671,0.3931670595776736,0.4984500506531793,1,0,11564.0,10519.0,1045.0,59641488,19.389187607123414
Włochy,2021,118034.0,114589.0,0.3,0.29,67356.0,70378.0,4.62,4.83,232623.0,0.59,137734.0,9.45,31782.5,0.23095,1.6250157142857145,1.4860389795918367,4.1571,11.37511,8.91623387755102,0.365455806581211,0.4662394523394681,1,0,21365.0,19865.0,1500.0,59236213,36.06746433976122
Włochy,2022,158131.0,183055.0,0.4,0.46,49407.0,69806.0,3.75,5.3,341186.0,0.8600000000000001,119213.0,9.05,35348.2,0.3378,1.813873137254902,1.815353921568628,6.0804,12.697111960784314,10.892123529411766,0.4788805532139615,0.5582382520342546,1,0,30855.0,27561.0,3294.0,59030133,52.26991441811592
Włochy,2023,219540.0,252640.0,0.55,0.63,66294.0,68814.0,4.23,4.4,472180.0,1.1800000000000002,135108.0,8.63,37697.0,0.35645,1.8664192307692309,1.7947709615384615,6.4161,13.064934615384615,10.76862576923077,0.4910931580510721,0.5958141862755361,1,0,41113.0,35195.0,5918.0,58997201,69.68635681546995
Włochy,2024,277365.0,286737.0,0.67,0.69,66227.0,52161.0,4.25,3.35,564102.0,1.36,118388.0,7.6,39068.5,0.31925,1.8205828301886795,1.7170041509433964,5.746500000000001,12.744079811320756,10.302024905660378,0.4509152551677603,0.5578029613229362,1,0,58189.0,47803.0,10386.0,58971230,98.67353962262617
Włochy,2025,372693.0,383258.0,0.89,0.91,94618.0,96995.0,6.2,6.36,755951.0,1.8,191613.0,12.56,39949.2,0.3128499999999999,1.7332932692307692,1.6531128846153844,5.6313,12.133052884615385,9.918677307692306,0.4641288596986537,0.5677470720448498,2,0,70039.0,55484.0,14555.0,58943464,118.82403110886052
Łotwa,2020,1205.0,196.0,0.16,0.03,297.0,90.0,2.14,0.65,1401.0,0.19,387.0,2.79,20911.4,0.1426,1.1444834000000002,1.046805,2.5668,8.0113838,6.28083,0.3203940872237328,0.4086721022540015,1,0,266.0,145.0,121.0,1907675,13.943674892211725
Łotwa,2021,2106.0,338.0,0.28,0.04,421.0,140.0,2.94,0.98,2444.0,0.32,561.0,3.92,23542.2,0.1644499999999999,1.3378542857142857,1.2297677551020407,2.9601,9.36498,7.378606530612244,0.3160818282580422,0.401173309312427,1,0,359.0,204.0,155.0,1893223,18.962372631222
Łotwa,2022,3832.0,568.0,0.49,0.07,1068.0,275.0,6.38,1.64,4400.0,0.56,1343.0,8.02,24939.3,0.23755,1.7780054901960785,1.7719703921568628,4.2759,12.44603843137255,10.631822352941176,0.3435551017761443,0.4021794061313599,1,0,506.0,327.0,179.0,1875757,26.975775646845516
Łotwa,2023,6369.0,856.0,0.8,0.11,1800.0,396.0,9.48,2.09,7225.0,0.91,2196.0,11.57,26755.5,0.2914,1.642123653846154,1.5944932692307692,5.2452,11.494865576923075,9.566959615384617,0.4563080764102353,0.5482619568671745,1,0,534.0,296.0,239.0,1895239,28.175865946194648
Łotwa,2024,9410.0,1390.0,1.19,0.18,1293.0,790.0,7.52,4.6,10800.0,1.37,2083.0,12.12,27536.5,0.2476999999999999,1.6306892452830188,1.5915243396226415,4.4586,11.414824716981132,9.549146037735849,0.3905973250178091,0.4669108611786564,1,0,1157.0,676.0,481.0,1878575,61.589236522364025
Łotwa,2025,11025.0,4022.0,1.38,0.5,1628.0,2773.0,7.23,12.32,15047.0,1.88,4401.0,19.55,29518.5,0.2445999999999999,1.5549219230769231,1.5221976923076923,4.4028,10.88445346153846,9.133186153846154,0.4045035440279871,0.4820661624361942,2,0,2051.0,883.0,1168.0,1860565,110.23533174062716
