panstwo,rok,liczba_bev_we_flocie,liczba_phev_we_flocie,procent_bev_we_flocie,procent_phev_we_flocie,liczba_bev_w_nowych_rejestracjach,liczba_phev_w_nowych_rejestracjach,procent_bev_w_nowych_rejestracjach,procent_phev_w_nowych_rejestracjach,liczba_ev_we_flocie,procent_ev_we_flocie,liczba_ev_w_nowych_rejestracjach,procent_ev_w_nowych_rejestracjach,pkb_per_capita_pps,cena_energii_eur_kwh,cena_benzyny_eur_litr,cena_diesla_eur_litr,koszt_100_km_ev,koszt_100_km_benzyna,koszt_100_km_diesel,relacja_kosztu_ev_do_benzyny,relacja_kosztu_ev_do_diesla,polityka_ue_etap,po_2035,punkty_ladowania_razem,punkty_ac,punkty_dc,ludnosc,punkty_ladowania_na_100_tys_mieszkancow
Holandia,2024,557742.0,372538.0,6.03,4.03,132166.0,52576.0,34.45,13.71,930280.0,10.06,184742.0,48.16,53149.4,0.2353,1.9701509433962263,1.7253584905660375,4.2354,13.791056603773583,10.352150943396229,0.3071120742729086,0.4091323651633787,1,0,183000.0,177706.0,5294.0,17942942,1019.899635188031
Holandia,2025,680605.0,518145.0,7.23,5.5,156139.0,73445.0,40.2,18.91,1198750.0,12.73,229584.0,59.11,55152.1,0.24755,1.9230509615384612,1.6942886538461537,4.455900000000001,13.46135673076923,10.165731923076924,0.3310141829771845,0.4383255464257124,2,0,202833.0,196286.0,6547.0,18044027,1124.100512596218
Irlandia,2020,12720.0,5659.0,0.55,0.25,4010.0,2494.0,4.46,2.78,18379.0,0.8,6504.0,7.24,62296.2,0.25125,1.2910339999999998,1.1986684,4.522499999999999,9.037238,7.192010400000001,0.5004294453681534,0.6288227836822926,1,0,1065.0,866.0,199.0,5012600,21.246458923512748
Irlandia,2021,21440.0,17570.0,0.93,0.76,8703.0,7907.0,8.32,7.56,39010.0,1.69,16610.0,15.88,74720.4,0.27645,1.5149940816326533,1.4141591836734697,4.9761,10.604958571428572,8.484955102040818,0.469223898092954,0.5864615593314263,1,0,965.0,768.0,197.0,5066893,19.045201862364173
Irlandia,2022,36970.0,25318.0,1.57,1.07,15706.0,7783.0,14.91,7.39,62288.0,2.64,23489.0,22.3,86108.3,0.27745,1.8506117647058824,1.8928901960784312,4.9941,12.954282352941176,11.357341176470587,0.3855173033854805,0.4397243969694647,1,0,2220.0,1947.0,273.0,5154277,43.07102625644684
Irlandia,2023,59400.0,35785.0,2.5,1.5,22869.0,10348.0,18.77,8.49,95185.0,4.0,33217.0,27.26,82972.1,0.32645,1.6778269230769232,1.6601076923076925,5.8761,11.744788461538462,9.960646153846154,0.5003155245616304,0.5899316077733604,1,0,2825.0,2355.0,470.0,5271395,53.59112720636568
Irlandia,2024,72640.0,41933.0,2.87,1.65,17459.0,12538.0,14.39,10.34,114573.0,4.52,29997.0,24.73,88342.7,0.2818,1.7484169811320756,1.7002924528301888,5.0724,12.238918867924529,10.201754716981132,0.4144483720121413,0.4972085823193568,1,0,3588.0,2802.0,786.0,5351681,67.04435484850461
Irlandia,2025,95123.0,60653.0,3.76,2.4,23605.0,18917.0,18.89,15.14,155776.0,6.16,42522.0,34.03,93359.9,0.36365,1.736653846153846,1.7069653846153847,6.5457,12.156576923076925,10.241792307692307,0.5384492724735899,0.6391166510068476,2,0,3890.0,2776.0,1114.0,5440278,71.5036988918581
Islandia,2020,5499.0,9698.0,2.04,3.6,2530.0,2268.0,27.0,24.21,15197.0,5.640000000000001,4798.0,51.21,37357.2,0.12945,,,2.3301000000000003,,,,,1,0,386.0,317.0,69.0,364134,106.00493225021556
Islandia,2021,10852.0,15655.0,3.75,5.42,4266.0,4881.0,33.45,38.27,26507.0,9.17,9147.0,71.72,41216.5,0.1371,,,2.4678,,,,,1,0,744.0,666.0,78.0,368792,201.73973405063015
Islandia,2022,17716.0,20692.0,6.25,7.29,6851.0,5037.0,41.2,30.29,38408.0,13.54,11888.0,71.49000000000001,48802.5,0.1538999999999999,,,2.7702,,,,,1,0,945.0,828.0,117.0,376248,251.16412578937292
Islandia,2023,25665.0,21750.0,8.44,7.15,10063.0,2179.0,57.36,12.42,47415.0,15.59,12242.0,69.78,52215.5,0.15725,,,2.8305,,,,,1,0,1610.0,1384.0,230.0,387758,415.2074231866267
Islandia,2024,30218.0,24384.0,9.69,7.82,2661.0,1684.0,25.99,16.45,54602.0,17.509999999999998,4345.0,42.44,52398.9,0.1758,,,3.1644,,,,,1,0,2548.0,2000.0,549.0,383567,664.2907236545375
Islandia,2025,36122.0,27632.0,11.49,8.79,5999.0,2951.0,41.22,20.28,63754.0,20.28,8950.0,61.5,53168.0,0.2019,,,3.6342,,,,,2,0,3216.0,2421.0,812.0,389444,825.7926685223035
Litwa,2020,2475.0,1951.0,0.16,0.12,453.0,62.0,1.13,0.15,4426.0,0.28,515.0,1.2799999999999998,26359.5,0.13735,1.0973624,0.9957898,2.4723,7.6815368,5.974738800000001,0.3218496590421854,0.4137921477002476,1,0,123.0,70.0,53.0,2809977,4.377260027395242
Litwa,2021,4831.0,3206.0,0.3,0.2,1134.0,70.0,3.61,0.22,8037.0,0.5,1204.0,3.83,29277.0,0.14125,1.282711224489796,1.1795610204081632,2.5424999999999995,8.978978571428572,7.0773661224489794,0.2831613840899815,0.3592438141550064,1,0,127.0,71.0,56.0,2810761,4.518349301132327
Litwa,2022,7305.0,4942.0,0.44,0.3,1318.0,740.0,5.16,2.9,12247.0,0.74,2058.0,8.06,31269.3,0.1963,1.7080682352941177,1.750246274509804,3.5334,11.956477647058824,10.501477647058824,0.2955218170686901,0.3364669352973968,1,0,428.0,371.0,57.0,2805998,15.253040094825442
Litwa,2023,11424.0,7530.0,0.66,0.44,2034.0,787.0,7.4,2.86,18954.0,1.1,2821.0,10.26,32931.3,0.25215,1.5201973076923074,1.496455,4.5387,10.641381153846153,8.97873,0.4265141840502124,0.5054946523617482,1,0,1313.0,1039.0,274.0,2857279,45.952810348586894
Litwa,2024,15983.0,12291.0,0.92,0.71,2003.0,1685.0,6.65,5.6,28274.0,1.63,3688.0,12.25,34935.9,0.22295,1.45379,1.4563084905660375,4.0131000000000006,10.17653,8.737850943396227,0.3943485647858357,0.459277690360805,1,0,2947.0,1707.0,1240.0,2885891,102.11750894264544
Litwa,2025,19876.0,17272.0,1.13,0.98,3138.0,4395.0,7.48,10.47,37148.0,2.11,7533.0,17.950000000000003,36174.4,0.2032,1.4228428846153849,1.5072192307692307,3.6576,9.959900192307693,9.043315384615385,0.3672325956463766,0.4044534381961687,2,0,4713.0,2744.0,1969.0,2890664,163.0421245776057
Luksemburg,2020,4444.0,4526.0,1.03,1.05,2525.0,2833.0,5.59,6.27,8970.0,2.08,5358.0,11.86,77888.8,0.19855,1.07772,0.97104,3.5739,7.54404,5.82624,0.4737382092353699,0.613414483440435,1,0,1065.0,1053.0,12.0,626108,170.09844946878175
Luksemburg,2021,8528.0,7833.0,1.94,1.78,4686.0,4728.0,10.56,10.66,16361.0,3.72,9414.0,21.22,87098.2,0.19885,1.3314489795918367,1.2238163265306123,3.5793,9.320142857142857,7.342897959183674,0.38403917781763,0.4874505978288058,1,0,1027.0,1020.0,14.0,634730,161.80108077450254
Luksemburg,2022,13909.0,10671.0,3.1,2.38,6658.0,3951.0,15.82,9.39,24580.0,5.48,10609.0,25.21,90395.4,0.20295,1.676313725490196,1.7448235294117649,3.6531,11.734196078431372,10.468941176470588,0.3113208587603852,0.3489464634886386,1,0,2358.0,2252.0,108.0,645397,365.3565169965153
Luksemburg,2023,23267.0,14141.0,5.1,3.1,11380.0,5053.0,23.15,10.28,37408.0,8.2,16433.0,33.43,95129.1,0.20115,1.5698076923076925,1.534576923076923,3.6207,10.988653846153849,9.20746153846154,0.3294944085682784,0.393235419434071,1,0,2322.0,2143.0,180.0,660809,351.3874659697431
Luksemburg,2024,32061.0,17147.0,6.95,3.72,12778.0,3962.0,27.37,8.49,49208.0,10.67,16740.0,35.86,97690.2,0.20265,1.5372641509433964,1.483433962264151,3.6477,10.760849056603774,8.900603773584907,0.3389788278613071,0.4098261300908142,1,0,2651.0,2310.0,341.0,672050,394.46469756714527
Luksemburg,2025,39182.0,18318.0,8.49,3.97,12691.0,3750.0,26.91,7.95,57500.0,12.46,16441.0,34.86,99621.3,0.2665,1.4790384615384615,1.4358653846153846,4.797000000000001,10.35326923076923,8.615192307692308,0.4633319092817208,0.5568070715864194,2,0,3238.0,2729.0,509.0,681973,474.7988556731718
Malta,2020,1293.0,637.0,0.42,0.21,137.0,33.0,1.23,0.3,1930.0,0.63,170.0,1.53,31931.9,0.1292499999999999,1.3708,1.2408,2.3265,9.5956,7.444799999999999,0.2424548751511108,0.3124999999999999,1,0,,97.0,,514855,
Malta,2021,1783.0,714.0,0.57,0.23,155.0,95.0,1.5,0.92,2497.0,0.7999999999999999,250.0,2.42,36291.8,0.13015,1.34,1.21,2.3427,9.38,7.26,0.2497547974413645,0.3226859504132231,1,0,,95.0,,516125,
Malta,2022,2803.0,2716.0,0.88,0.85,186.0,101.0,1.94,1.05,5519.0,1.73,287.0,2.99,37451.1,0.1291,1.34,1.21,2.3238,9.38,7.26,0.2477398720682302,0.3200826446280991,1,0,,12.0,,520174,
Malta,2023,4364.0,3706.0,1.35,1.15,982.0,911.0,14.95,13.87,8070.0,2.5,1893.0,28.82,41830.7,0.127,1.34,1.21,2.286,9.38,7.26,0.2437100213219616,0.3148760330578513,1,0,,101.0,,542051,
Malta,2024,7297.0,4675.0,2.2,1.41,3456.0,548.0,44.14,7.0,11972.0,3.61,4004.0,51.14,43805.0,0.12875,1.34,1.21,2.3175,9.38,7.26,0.2470682302771854,0.3192148760330578,1,0,,120.0,4.0,563443,
Malta,2025,9805.0,5074.0,2.92,1.51,2448.0,420.0,37.85,6.49,14879.0,4.43,2868.0,44.34,45952.5,0.1271499999999999,1.34,1.21,2.2886999999999995,9.38,7.26,0.2439978678038379,0.3152479338842974,2,0,113.0,109.0,4.0,574250,19.67784066173269
Niemcy,2020,309083.0,279651.0,0.64,0.58,191330.0,199606.0,6.56,6.84,588734.0,1.22,390936.0,13.4,38270.8,0.30245,1.2886,1.11024,5.4441,9.0202,6.661440000000001,0.6035453759340148,0.8172557284911369,1,0,41199.0,36132.0,5067.0,83166711,49.53784934455326
Niemcy,2021,618460.0,565742.0,1.27,1.17,351332.0,322424.0,13.4,12.3,1184202.0,2.44,673756.0,25.700000000000003,40874.4,0.32135,1.5828979591836736,1.3888979591836734,5.7843,11.080285714285717,8.333387755102041,0.5220352750058018,0.6941114670271541,1,0,57974.0,51041.0,6933.0,83155031,69.71797052183169
Niemcy,2022,1013009.0,864547.0,2.07,1.77,464322.0,359566.0,17.51,13.56,1877556.0,3.84,823888.0,31.07,43577.4,0.3318,1.9233529411764705,1.9543921568627447,5.9724,13.463470588235293,11.72635294117647,0.4436003303055326,0.5093143648293437,1,0,83816.0,70997.0,12819.0,83237124,100.6954541101156
Niemcy,2023,1408681.0,921777.0,2.87,1.88,520074.0,173833.0,18.28,6.11,2330458.0,4.75,693907.0,24.39,45519.2,0.40725,1.8500769230769232,1.7277307692307693,7.3305,12.950538461538462,10.366384615384616,0.5660382401682139,0.7071414260590814,1,0,120612.0,97704.0,22908.0,83118501,145.10848794060902
Niemcy,2024,1651643.0,967423.0,3.35,1.96,379472.0,190844.0,13.47,6.77,2619066.0,5.3100000000000005,570316.0,20.24,47008.3,0.3947,1.7916603773584907,1.647,7.1046,12.541622641509434,9.882,0.5664817227465977,0.7189435336976321,1,0,159958.0,124484.0,35474.0,83456045,191.66736214255064
Niemcy,2025,2034260.0,1122958.0,4.11,2.27,545176.0,311317.0,19.08,10.89,3157218.0,6.380000000000001,856493.0,29.97,48621.8,0.3852,1.736826923076923,1.6054230769230768,6.9336,12.157788461538464,9.63253846153846,0.5703010890454836,0.7198102584988382,2,0,200830.0,150477.0,50353.0,83577140,240.2929796353405
Norwegia,2020,340002.0,146153.0,11.58,4.98,76734.0,28825.0,54.27,20.38,486155.0,16.560000000000002,105559.0,74.65,44580.4,0.13385,,,2.4093000000000004,,,,,1,0,13823.0,10199.0,3624.0,5367580,257.52760089276734
Norwegia,2021,460734.0,184503.0,15.34,6.14,113613.0,38163.0,64.45,21.65,645237.0,21.48,151776.0,86.1,58819.5,0.2016,,,3.6288,,,,,1,0,17437.0,13081.0,4356.0,5391369,323.42434732254463
Norwegia,2022,599169.0,198841.0,19.58,6.5,138287.0,16129.0,79.33,9.25,798010.0,26.08,154416.0,88.58,80200.6,0.2148,,,3.8664,,,,,1,0,20705.0,15082.0,5623.0,5425270,381.63999211099167
Norwegia,2023,689169.0,207021.0,23.95,7.19,103946.0,10136.0,81.88,7.98,896190.0,31.14,114082.0,89.86,67311.7,0.1892499999999999,,,3.4064999999999994,,,,,1,0,24623.0,16776.0,7847.0,5488984,448.5893928639617
Norwegia,2024,788750.0,208168.0,27.38,7.23,113434.0,3496.0,88.15,2.72,996918.0,34.61,116930.0,90.87,66273.8,0.19475,,,3.5055,,,,,1,0,30224.0,20353.0,9871.0,5550203,544.5566585582545
Norwegia,2025,945182.0,208312.0,32.86,7.24,172124.0,2751.0,95.82,1.53,1153494.0,40.1,174875.0,97.35,66164.8,0.1954,,,3.5172000000000003,,,,,2,0,26949.0,15725.0,11224.0,5594340,481.7190231555465
Polska,2020,9772.0,5919.0,0.04,0.02,3673.0,4362.0,0.86,1.02,15691.0,0.06,8035.0,1.88,23916.5,0.14925,1.0003166,1.0063618,2.6865,7.0022162,6.0381708,0.383664246185372,0.444919511054573,1,0,1586.0,1161.0,425.0,37958138,4.178287143589604
Polska,2021,18132.0,15634.0,0.07,0.06,7167.0,9153.0,1.6,2.04,33766.0,0.13,16320.0,3.64,26197.3,0.1561,1.200451020408163,1.1814379591836734,2.8098,8.403157142857143,7.08862775510204,0.3343743252961046,0.3963813726821311,1,0,2510.0,1986.0,524.0,37073357,6.770360720233671
Polska,2022,30841.0,26415.0,0.12,0.1,11278.0,10730.0,2.69,2.56,57256.0,0.22,22008.0,5.25,28144.8,0.1533999999999999,1.42065568627451,1.5370623529411764,2.7612,9.94458980392157,9.22237411764706,0.2776585112551492,0.2994022975837024,1,0,3449.0,2597.0,852.0,36889761,9.349477758882744
Polska,2023,51364.0,47137.0,0.19,0.17,17083.0,13030.0,3.6,2.74,98501.0,0.36,30113.0,6.34,29519.6,0.19655,1.434791346153846,1.4543546153846154,3.5379,10.043539423076922,8.726127692307692,0.3522562964079186,0.4054375691887652,1,0,6091.0,4477.0,1614.0,36753736,16.572464905336428
Polska,2024,72589.0,68866.0,0.32,0.3,16564.0,14902.0,3.0,2.7,141455.0,0.62,31466.0,5.7,31463.0,0.22835,1.4792328917924888,1.4952426336870792,4.1103,10.354630242547422,8.971455802122476,0.3969528514027163,0.4581530679811832,1,0,9555.0,6549.0,3006.0,36620970,26.091608168762324
Polska,2025,102710.0,100245.0,0.44,0.43,43311.0,34137.0,7.25,5.71,202955.0,0.87,77448.0,12.96,33816.5,0.2633999999999999,1.4021514326262003,1.4275658536184723,4.741199999999999,9.815060028383405,8.565395121710836,0.4830535917548435,0.5535296308727672,2,0,14521.0,8398.0,6123.0,36497495,39.78629218251828
Portugalia,2020,33882.0,31007.0,0.61,0.56,7849.0,11858.0,5.4,8.15,64889.0,1.17,19707.0,13.55,22782.1,0.21265,1.3887,1.24422,3.8277,9.7209,7.46532,0.3937598370521248,0.5127308675314655,1,0,2353.0,2048.0,305.0,10375395,22.67865464399187
Portugalia,2021,50138.0,48004.0,0.89,0.85,13258.0,15731.0,9.04,10.73,98142.0,1.74,28989.0,19.77,24550.2,0.21295,1.6216734693877553,1.426489795918367,3.8331,11.351714285714287,8.558938775510203,0.3376670609851249,0.4478475778992246,1,0,3686.0,3094.0,592.0,10394297,35.461753690509326
Portugalia,2022,68320.0,65729.0,1.16,1.12,17806.0,16042.0,11.39,10.26,134049.0,2.28,33848.0,21.65,27841.5,0.22105,1.8472941176470588,1.7959607843137255,3.9789,12.931058823529412,10.775764705882352,0.3077010207980785,0.3692452562394917,1,0,6533.0,5223.0,1310.0,10599117,61.63720996758504
Portugalia,2023,106424.0,97356.0,1.79,1.64,36361.0,26374.0,18.21,13.21,203780.0,3.43,62735.0,31.42,31107.5,0.2185,1.7190961538461538,1.5893846153846154,3.933,12.033673076923076,9.536307692307693,0.3268328776142587,0.412423773110057,1,0,7305.0,5582.0,1723.0,10929704,66.83621075191057
Portugalia,2024,166760.0,131340.0,2.73,2.15,42065.0,27630.0,20.06,13.18,298100.0,4.88,69695.0,33.239999999999995,32937.1,0.2526,1.7157358490566037,1.5805283018867924,4.5468,12.010150943396226,9.483169811320757,0.3785797548614537,0.4794599369687709,1,0,12119.0,8809.0,3310.0,11204347,108.16337623245693
Portugalia,2025,243954.0,167325.0,3.9,2.68,52345.0,34113.0,23.26,15.16,411279.0,6.58,86458.0,38.42,33825.0,0.24125,1.7067307692307694,1.5775,4.3425,11.947115384615383,9.465,0.363476861167002,0.4587955625990492,2,0,15647.0,10654.0,4993.0,11387222,137.4084039109802
Rumunia,2020,5563.0,1847.0,0.08,0.03,2844.0,1049.0,2.25,0.83,7410.0,0.11,3893.0,3.08,21808.9,0.1454,0.952622,0.9648016,2.6172,6.668354,5.7888096,0.3924806631441582,0.4521136780867693,1,0,477.0,326.0,151.0,19328838,2.4678151888903
Rumunia,2021,11883.0,4840.0,0.16,0.06,6342.0,3009.0,5.26,2.49,16723.0,0.22,9351.0,7.75,23919.2,0.1568999999999999,1.1607430612244898,1.1437138775510205,2.8242,8.125201428571428,6.862283265306123,0.3475852290958589,0.4115539814974416,1,0,1097.0,810.0,287.0,19201662,5.713047131024387
Rumunia,2022,23474.0,8321.0,0.3,0.1,11556.0,3309.0,8.94,2.56,31795.0,0.4,14865.0,11.5,25908.1,0.28865,1.5354631372549017,1.670171176470588,5.1957,10.748241960784313,10.021027058823528,0.4833999847562851,0.5184797894967442,1,0,1479.0,1067.0,412.0,19043098,7.766593439785901
Rumunia,2023,38553.0,10205.0,0.46,0.12,15221.0,2921.0,10.53,2.02,48758.0,0.5800000000000001,18142.0,12.55,28715.8,0.1901,1.3713882692307693,1.4475028846153846,3.4218,9.599717884615384,8.685017307692307,0.3564479749434944,0.3939888521545393,1,0,2723.0,1817.0,937.0,19055228,14.290041557099183
Rumunia,2024,49594.0,16900.0,0.59,0.2,9802.0,6801.0,6.49,4.5,66494.0,0.79,16603.0,10.99,30769.5,0.1873,1.438940350289594,1.4629659651965223,3.3714,10.07258245202716,8.777795791179134,0.3347105884768894,0.3840827561046638,1,0,4566.0,2660.0,1906.0,19067576,23.946410387980094
Rumunia,2025,58322.0,19622.0,0.67,0.22,8881.0,5478.0,5.66,3.49,77944.0,0.89,14359.0,9.15,32353.1,0.2405499999999999,1.451813889157883,1.4962994195172274,4.329899999999999,10.16269722410518,8.977796517103364,0.4260581521340408,0.4822898349000471,2,0,7112.0,3576.0,3536.0,19043151,37.34676052298278
Szwecja,2020,55790.0,122290.0,1.13,2.47,27897.0,65831.0,9.55,22.54,178080.0,3.6,93728.0,32.09,36665.9,0.19655,1.3490638,1.3765388,3.5379,9.4434466,8.2592328,0.3746407588093948,0.4283569776602011,1,0,14327.0,12961.0,1366.0,10327589,138.72550505253452
Szwecja,2021,110177.0,189498.0,2.21,3.8,57454.0,77842.0,19.09,25.86,299675.0,6.01,135296.0,44.95,39670.2,0.2359,1.609869183673469,1.6770442857142858,4.2462,11.269084285714284,10.062265714285717,0.376800802296143,0.421992433967584,1,0,18423.0,17000.0,1423.0,10379295,177.4976046060932
Szwecja,2022,197709.0,239531.0,3.97,4.81,94603.0,66485.0,32.84,23.08,437240.0,8.78,161088.0,55.92,40905.8,0.2509,1.9390135294117647,2.2955378431372546,4.5162,13.573094705882353,13.773227058823528,0.3327317828293613,0.3278970121317205,1,0,24357.0,21891.0,2466.0,10452326,233.02947114355217
Szwecja,2023,291678.0,272342.0,5.86,5.47,111338.0,61186.0,38.42,21.11,564020.0,11.33,172524.0,59.53,42508.5,0.2421499999999999,1.739945576923077,2.0233971153846158,4.3587,12.17961903846154,12.140382692307693,0.3578683361306977,0.359024926188013,1,0,37166.0,32413.0,4753.0,10521556,353.2367265830263
Szwecja,2024,358260.0,313546.0,7.2,6.3,94333.0,62751.0,34.99,23.28,671806.0,13.5,157084.0,58.27,44772.2,0.23925,1.5756530334826546,1.5756488782027895,4.306500000000001,11.029571234378585,9.453893269216737,0.3904503546408831,0.4555266150531439,1,0,53778.0,45231.0,8547.0,10551707,509.66161209745496
Szwecja,2025,432709.0,373812.0,8.59,7.42,99862.0,73197.0,36.58,26.81,806521.0,16.009999999999998,173059.0,63.39,46343.6,0.26825,1.4351351264890069,1.5093700286864589,4.8285,10.045945885423048,9.056220172118753,0.4806416493847822,0.5331694579230118,2,0,62517.0,51941.0,10576.0,10587710,590.4676270883883
Słowacja,2020,1863.0,1643.0,0.08,0.07,907.0,811.0,1.19,1.06,3506.0,0.15,1718.0,2.25,22561.3,0.1704999999999999,1.17968,1.06536,3.069,8.257760000000001,6.392159999999999,0.3716504233593613,0.4801193962604191,1,0,425.0,238.0,187.0,5457873,7.786916258403228
Słowacja,2021,2999.0,2655.0,0.12,0.11,1136.0,1012.0,1.5,1.34,5654.0,0.2299999999999999,2148.0,2.84,24479.7,0.1646,1.3849183673469387,1.238204081632653,2.9628,9.69442857142857,7.429224489795917,0.3056188385081269,0.3988034018987342,1,0,1241.0,1030.0,211.0,5459781,22.72984942070021
Słowacja,2022,4528.0,4215.0,0.18,0.17,1508.0,1626.0,1.91,2.06,8743.0,0.35,3134.0,3.97,25517.5,0.184,1.69078431372549,1.7159803921568628,3.312,11.83549019607843,10.295882352941176,0.2798363181524494,0.3216819973718791,1,0,2232.0,1704.0,528.0,5434712,41.06933357278178
Słowacja,2023,7896.0,7145.0,0.3,0.27,2516.0,2862.0,2.86,3.25,15041.0,0.5700000000000001,5378.0,6.109999999999999,28487.6,0.19175,1.5921346153846154,1.5530576923076924,3.4515,11.144942307692308,9.318346153846154,0.309692047272219,0.3703983456952167,1,0,2380.0,1690.0,690.0,5428792,43.84032396157377
Słowacja,2024,14612.0,10904.0,0.54,0.4,2227.0,2174.0,2.34,2.29,25516.0,0.94,4401.0,4.63,29808.2,0.1788,1.572811320754717,1.5003584905660377,3.2184000000000004,11.00967924528302,9.002150943396225,0.2923245925969087,0.3575145562695708,1,0,3248.0,2193.0,1055.0,5424687,59.87442224777208
Słowacja,2025,18895.0,14135.0,0.68,0.51,4377.0,4085.0,4.7,4.39,33030.0,1.19,8462.0,9.09,31138.8,0.187,1.5205384615384614,1.4630961538461538,3.366,10.64376923076923,8.778576923076923,0.3162413546386835,0.3834334459326244,2,0,4179.0,2632.0,1547.0,5419451,77.11113173640652
Słowenia,2020,3670.0,792.0,0.31,0.07,1667.0,118.0,3.12,0.22,4462.0,0.38,1785.0,3.3400000000000003,26676.9,0.1571,1.0673118,1.0616052,2.8278000000000003,7.4711826,6.369631200000001,0.3784942962041913,0.4439503499040886,1,0,363.0,293.0,70.0,2095861,17.319850887057875
Słowenia,2021,5413.0,1088.0,0.46,0.09,1688.0,284.0,3.13,0.53,6501.0,0.55,1972.0,3.66,29298.0,0.16865,1.222658775510204,1.2760242857142858,3.0357,8.558611428571428,7.656145714285715,0.3546953878366117,0.3965049926277712,1,0,1247.0,1067.0,180.0,2108977,59.12819343217114
Słowenia,2022,7977.0,1546.0,0.66,0.13,2319.0,626.0,5.0,1.35,9523.0,0.79,2945.0,6.35,32351.9,0.1673,1.493333137254902,1.6367472549019608,3.0114,10.453331960784316,9.820483529411764,0.2880803949685392,0.3066447788422062,1,0,1601.0,1371.0,230.0,2107180,75.9783217380575
Słowenia,2023,12743.0,2523.0,1.04,0.21,4338.0,1074.0,8.86,2.19,15266.0,1.25,5412.0,11.05,35110.5,0.2015,1.449540576923077,1.5433894230769232,3.627,10.146784038461538,9.26033653846154,0.3574531581880329,0.3916704306518184,1,0,1608.0,1346.0,262.0,2116972,75.95754691134319
Słowenia,2024,16969.0,3223.0,1.34,0.25,3148.0,1143.0,5.98,2.17,20192.0,1.59,4291.0,8.15,36150.6,0.2045,1.493025283018868,1.5258473584905663,3.681,10.451176981132075,9.1550841509434,0.352209134592731,0.4020716728879752,1,0,2156.0,1763.0,393.0,2123949,101.5090287007833
Słowenia,2025,22563.0,5213.0,1.75,0.41,6419.0,1939.0,11.15,3.37,27776.0,2.16,8358.0,14.52,38052.2,0.19655,1.4690328846153848,1.5096344230769232,3.5379,10.283230192307697,9.05780653846154,0.344045590134363,0.3905912524160523,2,0,2545.0,2041.0,504.0,2130850,119.43590585916418
Turcja,2020,2797.0,1026.0,0.02,0.01,891.0,398.0,0.12,0.05,3823.0,0.03,1289.0,0.1699999999999999,17889.0,0.09085,,,1.6353,,,,,1,0,1356.0,1320.0,37.0,83154997,1.630689734737168
Turcja,2021,6267.0,1795.0,0.05,0.01,2968.0,915.0,0.42,0.13,8062.0,0.06,3883.0,0.55,19620.1,0.0811,,,1.4598,,,,,1,0,2234.0,2097.0,137.0,83614362,2.6717898056795555
Turcja,2022,14552.0,2346.0,0.1,0.02,7042.0,543.0,1.01,0.08,16898.0,0.12,7585.0,1.09,23418.1,0.0899,,,1.6182,,,,,1,0,2514.0,2206.0,326.0,84680273,2.9688142361090404
Turcja,2023,80043.0,5906.0,0.53,0.04,65708.0,2651.0,8.46,0.34,85949.0,0.5700000000000001,68359.0,8.8,25721.4,0.0702,,,1.2636,,,,,1,0,10057.0,6967.0,3090.0,85279553,11.792979261980888
Turcja,2024,183151.0,19543.0,1.13,0.12,96497.0,14300.0,9.84,1.46,202694.0,1.25,110797.0,11.3,27621.2,0.0554,,,0.9972,,,,,1,0,11853.0,6274.0,5579.0,85372377,13.883881902456576
Węgry,2020,11012.0,5856.0,0.28,0.15,2975.0,2982.0,2.32,2.33,16868.0,0.43,5957.0,4.65,22731.5,0.102,1.022405,1.0555258,1.836,7.156835,6.333154800000001,0.2565379808253229,0.2899029090525309,1,0,1217.0,1049.0,168.0,9689376,12.560148352174586
Węgry,2021,18823.0,8002.0,0.47,0.2,4312.0,4182.0,3.54,3.43,26825.0,0.6699999999999999,8494.0,6.970000000000001,24805.4,0.10065,1.2363522448979594,1.248298367346939,1.8117,8.654465714285715,7.489790204081634,0.2093370127990074,0.2418892853651223,1,0,2634.0,2297.0,337.0,9651461,27.2912049274198
Węgry,2022,29836.0,9945.0,0.72,0.24,4710.0,4872.0,4.22,4.37,39781.0,0.96,9582.0,8.59,27305.6,0.1016,1.289545882352941,1.4781660784313726,1.8288,9.026821176470587,8.868996470588236,0.2025962367313723,0.2062014576355677,1,0,3329.0,2868.0,461.0,9610403,34.63954633328072
Węgry,2023,41212.0,11679.0,0.98,0.28,6090.0,5447.0,5.66,5.06,52891.0,1.26,11537.0,10.72,28968.6,0.11445,1.5836482692307694,1.6188419230769229,2.0601,11.085537884615386,9.713051538461537,0.1858367200078785,0.2120960639241395,1,0,3317.0,2742.0,575.0,9599744,34.55300474679325
Węgry,2024,65449.0,12620.0,1.54,0.3,8565.0,5695.0,7.04,4.68,78069.0,1.84,14260.0,11.72,30445.5,0.1063,1.533441165446103,1.5696377297996194,1.9134,10.734088158122722,9.417826378797717,0.1782545449426077,0.2031678991563938,1,0,4175.0,3170.0,1005.0,9584627,43.55933725955116
Węgry,2025,94009.0,12668.0,2.15,0.29,11002.0,7136.0,8.5,5.51,106677.0,2.44,18138.0,14.01,31719.3,0.1061,1.4834297523705224,1.5107649818510205,1.9098,10.384008266593655,9.064589891106124,0.1839174190706307,0.2106879652518899,2,0,5083.0,3580.0,1503.0,9539502,53.28370390823336
