panstwo,rok,liczba_bev_we_flocie,liczba_phev_we_flocie,procent_bev_we_flocie,procent_phev_we_flocie,liczba_bev_w_nowych_rejestracjach,liczba_phev_w_nowych_rejestracjach,procent_bev_w_nowych_rejestracjach,procent_phev_w_nowych_rejestracjach,liczba_ev_we_flocie,procent_ev_we_flocie,liczba_ev_w_nowych_rejestracjach,procent_ev_w_nowych_rejestracjach,pkb_per_capita_pps,cena_energii_eur_kwh,cena_benzyny_eur_litr,cena_diesla_eur_litr,koszt_100_km_ev,koszt_100_km_benzyna,koszt_100_km_diesel,relacja_kosztu_ev_do_benzyny,relacja_kosztu_ev_do_diesla,polityka_ue_etap,po_2035
Słowacja,2020,1863.0,1643.0,0.08,0.07,907.0,811.0,1.19,1.06,3506.0,0.15,1718.0,2.25,22561.3,0.1704999999999999,1.17968,1.06536,3.069,8.257760000000001,6.392159999999999,0.3716504233593613,0.4801193962604191,1,0
Słowacja,2021,2999.0,2655.0,0.12,0.11,1136.0,1012.0,1.5,1.34,5654.0,0.2299999999999999,2148.0,2.84,24479.7,0.1646,1.3849183673469387,1.238204081632653,2.9628,9.69442857142857,7.429224489795917,0.3056188385081269,0.3988034018987342,1,0
Słowacja,2022,4528.0,4215.0,0.18,0.17,1508.0,1626.0,1.91,2.06,8743.0,0.35,3134.0,3.97,25517.5,0.184,1.69078431372549,1.7159803921568628,3.312,11.83549019607843,10.295882352941176,0.2798363181524494,0.3216819973718791,1,0
Słowacja,2023,7896.0,7145.0,0.3,0.27,2516.0,2862.0,2.86,3.25,15041.0,0.5700000000000001,5378.0,6.109999999999999,28487.6,0.19175,1.5921346153846154,1.5530576923076924,3.4515,11.144942307692308,9.318346153846154,0.309692047272219,0.3703983456952167,1,0
Słowacja,2024,14612.0,10904.0,0.54,0.4,2227.0,2174.0,2.34,2.29,25516.0,0.94,4401.0,4.63,29808.2,0.1788,1.572811320754717,1.5003584905660377,3.2184000000000004,11.00967924528302,9.002150943396225,0.2923245925969087,0.3575145562695708,1,0
Słowacja,2025,18895.0,14135.0,0.68,0.51,4377.0,4085.0,4.7,4.39,33030.0,1.19,8462.0,9.09,31138.8,0.187,1.5205384615384614,1.4630961538461538,3.366,10.64376923076923,8.778576923076923,0.3162413546386835,0.3834334459326244,2,0
Słowenia,2008,,,,,0.0,0.0,,,,,0.0,,22855.5,0.11515,1.0794285714285714,1.138877551020408,2.0727,7.556,6.833265306122449,0.2743118051879301,0.3033249708807455,0,0
Słowenia,2009,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,20535.6,0.13435,1.04842,1.00856,2.4183,7.338940000000001,6.051359999999999,0.3295162516657718,0.3996291742682637,0,0
Słowenia,2010,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,20877.2,0.14135,1.1989795918367347,1.1461836734693878,2.5443,8.392857142857142,6.877102040816327,0.3031506382978723,0.3699668821109984,0,0
Słowenia,2011,,,,,12.0,0.0,0.02,0.0,,,12.0,0.02,21398.9,0.14665,1.289204081632653,1.2415714285714288,2.6397,9.024428571428572,7.449428571428573,0.2925060549935888,0.354349326889886,0,0
Słowenia,2012,12.0,,0.0,,17.0,10.0,0.03,0.02,,,27.0,0.05,21261.9,0.1542,1.4750204081632654,1.3610408163265306,2.7756,10.325142857142858,8.166244897959183,0.2688195251535779,0.3398869412664377,0,0
Słowenia,2013,29.0,10.0,0.0,0.0,,,,,39.0,0.0,,,21394.3,0.16335,1.4895999999999998,1.37956,2.9403,10.4272,8.27736,0.2819836581249041,0.3552219548261764,0,0
Słowenia,2014,133.0,20.0,0.01,0.0,22.0,2.0,0.04,0.0,153.0,0.01,24.0,0.04,21914.4,0.1631,1.4546122448979593,1.3551836734693876,2.9358000000000004,10.182285714285715,8.131102040816327,0.2883242606206858,0.3610580687910367,0,0
Słowenia,2015,288.0,55.0,0.03,0.01,93.0,6.0,0.15,0.01,343.0,0.04,99.0,0.16,22534.2,0.161,1.2905714285714287,1.1824489795918367,2.898,9.034,7.09469387755102,0.3207881337170688,0.4084742837418019,0,0
Słowenia,2016,457.0,140.0,0.04,0.01,152.0,37.0,0.23,0.06,597.0,0.05,189.0,0.29,23327.5,0.16235,1.1943482,1.0748103999999998,2.9223,8.3604374,6.448862399999999,0.3495391281800638,0.4531496904012094,0,0
Słowenia,2017,779.0,329.0,0.07,0.03,336.0,187.0,0.46,0.26,1108.0,0.1,523.0,0.72,24858.0,0.1611,1.269537,1.1759838,2.8998,8.886759000000001,7.0559028,0.3263056869214074,0.4109750491460852,0,0
Słowenia,2018,1308.0,580.0,0.11,0.05,480.0,216.0,0.64,0.29,1888.0,0.16,696.0,0.93,26214.2,0.16255,1.3257682,1.2813154,2.9259,9.2803774,7.6878924,0.3152781265123981,0.3805854514821253,0,0
Słowenia,2019,1998.0,659.0,0.17,0.06,579.0,84.0,0.8,0.12,2657.0,0.23,663.0,0.92,27550.6,0.1649999999999999,1.2848479591836734,1.2503071428571428,2.97,8.993935714285714,7.501842857142857,0.3302225070702402,0.3959027210456859,0,0
Słowenia,2020,3670.0,792.0,0.31,0.07,1667.0,118.0,3.12,0.22,4462.0,0.38,1785.0,3.3400000000000003,26676.9,0.1571,1.0673118,1.0616052,2.8278000000000003,7.4711826,6.369631200000001,0.3784942962041913,0.4439503499040886,1,0
Słowenia,2021,5413.0,1088.0,0.46,0.09,1688.0,284.0,3.13,0.53,6501.0,0.55,1972.0,3.66,29298.0,0.16865,1.222658775510204,1.2760242857142858,3.0357,8.558611428571428,7.656145714285715,0.3546953878366117,0.3965049926277712,1,0
Słowenia,2022,7977.0,1546.0,0.66,0.13,2319.0,626.0,5.0,1.35,9523.0,0.79,2945.0,6.35,32351.9,0.1673,1.493333137254902,1.6367472549019608,3.0114,10.453331960784316,9.820483529411764,0.2880803949685392,0.3066447788422062,1,0
Słowenia,2023,12743.0,2523.0,1.04,0.21,4338.0,1074.0,8.86,2.19,15266.0,1.25,5412.0,11.05,35110.5,0.2015,1.449540576923077,1.5433894230769232,3.627,10.146784038461538,9.26033653846154,0.3574531581880329,0.3916704306518184,1,0
Słowenia,2024,16969.0,3223.0,1.34,0.25,3148.0,1143.0,5.98,2.17,20192.0,1.59,4291.0,8.15,36150.6,0.2045,1.493025283018868,1.5258473584905663,3.681,10.451176981132075,9.1550841509434,0.352209134592731,0.4020716728879752,1,0
Słowenia,2025,22563.0,5213.0,1.75,0.41,6419.0,1939.0,11.15,3.37,27776.0,2.16,8358.0,14.52,38052.2,0.19655,1.4690328846153848,1.5096344230769232,3.5379,10.283230192307697,9.05780653846154,0.344045590134363,0.3905912524160523,2,0
Turcja,2008,,,,,0.0,0.0,,,,,0.0,,12526.6,0.111,,,1.998,,,,,0,0
Turcja,2009,,,,,0.0,0.0,,,,,0.0,,11746.5,0.11615,,,2.0907,,,,,0,0
Turcja,2010,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,13223.2,0.1358,,,2.4444,,,,,0,0
Turcja,2011,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,14693.2,0.11815,,,2.1267,,,,,0,0
Turcja,2012,230.0,,0.0,,92.0,0.0,0.01,0.0,,,92.0,0.01,15315.2,0.139,,,2.502,,,,,0,0
Turcja,2013,230.0,,0.0,,,1.0,,0.0,,,,,16197.4,0.14045,,,2.5281,,,,,0,0
Turcja,2014,412.0,20.0,0.0,0.0,46.0,22.0,0.01,0.0,432.0,0.0,68.0,0.01,17146.3,0.1251,,,2.2518,,,,,0,0
Turcja,2015,565.0,127.0,0.01,0.0,119.0,106.0,0.02,0.01,692.0,0.01,225.0,0.03,18149.0,0.1291,,,2.3238,,,,,0,0
Turcja,2016,643.0,210.0,0.01,0.0,44.0,83.0,0.01,0.01,853.0,0.01,127.0,0.02,17963.7,0.1236,,,2.2248,,,,,0,0
Turcja,2017,760.0,237.0,0.01,0.0,77.0,34.0,0.01,0.0,997.0,0.01,111.0,0.01,18744.7,0.10035,,,1.8063,,,,,0,0
Turcja,2018,952.0,281.0,0.01,0.0,192.0,45.0,0.04,0.01,1233.0,0.01,237.0,0.05,18609.6,0.0880499999999999,,,1.5848999999999998,,,,,0,0
Turcja,2019,1176.0,539.0,0.01,0.0,229.0,94.0,0.06,0.02,1715.0,0.01,323.0,0.08,18077.9,0.0945,,,1.701,,,,,0,0
Turcja,2020,2797.0,1026.0,0.02,0.01,891.0,398.0,0.12,0.05,3823.0,0.03,1289.0,0.1699999999999999,17889.0,0.09085,,,1.6353,,,,,1,0
Turcja,2021,6267.0,1795.0,0.05,0.01,2968.0,915.0,0.42,0.13,8062.0,0.06,3883.0,0.55,19620.1,0.0811,,,1.4598,,,,,1,0
Turcja,2022,14552.0,2346.0,0.1,0.02,7042.0,543.0,1.01,0.08,16898.0,0.12,7585.0,1.09,23418.1,0.0899,,,1.6182,,,,,1,0
Turcja,2023,80043.0,5906.0,0.53,0.04,65708.0,2651.0,8.46,0.34,85949.0,0.5700000000000001,68359.0,8.8,25721.4,0.0702,,,1.2636,,,,,1,0
Turcja,2024,183151.0,19543.0,1.13,0.12,96497.0,14300.0,9.84,1.46,202694.0,1.25,110797.0,11.3,27621.2,0.0554,,,0.9972,,,,,1,0
Wielka_Brytania,2008,189.0,,,,0.0,0.0,,,,,0.0,,28429.9,0.15305,1.364761836734694,1.4972142857142858,2.7549,9.553332857142856,8.983285714285715,0.2883705656649669,0.3066695291255188,0,0
Wielka_Brytania,2009,354.0,,0.0,,124.0,0.0,0.01,0.0,,,124.0,0.01,26455.4,0.14365,1.1183176,1.168715,2.5857,7.828223199999999,7.01229,0.3303048385232552,0.368738315158101,0,0
Wielka_Brytania,2010,1562.0,176.0,0.01,0.0,90.0,0.0,0.0,0.0,1738.0,0.01,90.0,0.0,27580.1,0.14175,1.3609522448979592,1.3879185714285711,2.5515,9.526665714285716,8.327511428571428,0.2678271786291291,0.3063940556413869,0,0
Wielka_Brytania,2011,2635.0,176.0,0.01,0.0,1073.0,7.0,0.06,0.0,2811.0,0.01,1080.0,0.06,27687.2,0.15085,1.537570612244898,1.5991067346938777,2.7153,10.762994285714283,9.594640408163263,0.2522810964978413,0.2830017472765088,0,0
Wielka_Brytania,2012,4109.0,1184.0,0.01,0.0,1416.0,989.0,0.07,0.05,5293.0,0.01,2405.0,0.12,28280.7,0.17335,1.6771808163265307,1.7550144897959186,3.1203000000000003,11.740265714285716,10.530086938775511,0.2657776302458961,0.2963223398004388,0,0
Wielka_Brytania,2013,6268.0,2262.0,0.02,0.01,2539.0,902.0,0.11,0.04,8530.0,0.03,3441.0,0.15,28832.6,0.1769,1.5831264,1.6561513999999995,3.1842,11.0818848,9.936908399999998,0.2873337936160462,0.3204417180699784,0,0
Wielka_Brytania,2014,12363.0,9886.0,0.04,0.03,7501.0,7076.0,0.3,0.29,22249.0,0.07,14577.0,0.59,29596.5,0.19655,1.5863832653061225,1.6603414285714284,3.5379,11.104682857142858,9.962048571428571,0.318595321047311,0.3551377986799617,0,0
Wielka_Brytania,2015,20958.0,27655.0,0.07,0.09,11443.0,17091.0,0.43,0.65,48613.0,0.16,28534.0,1.08,30610.3,0.2153999999999999,1.5355140816326531,1.588647755102041,3.8772,10.748598571428571,9.531886530612246,0.3607167924482912,0.4067610317798193,0,0
Wielka_Brytania,2016,29720.0,55041.0,0.09,0.17,11854.0,26270.0,0.44,0.98,84761.0,0.26,38124.0,1.42,30651.7,0.1891,1.3308656,1.348065,3.4038,9.316059200000002,8.08839,0.3653690822402674,0.4208254053031567,0,0
Wielka_Brytania,2017,42020.0,87030.0,0.13,0.27,15813.0,32360.0,0.62,1.27,129050.0,0.4,48173.0,1.89,31430.0,0.1810999999999999,1.341021,1.3716206,3.2598,9.387147,8.2297236,0.3472620594947538,0.3961007876376309,0,0
Wielka_Brytania,2018,56310.0,126277.0,0.17,0.39,17111.0,42845.0,0.72,1.81,182587.0,0.56,59956.0,2.53,31789.2,0.19555,1.4164348,1.470832,3.5199,9.9150436,8.824992000000002,0.3550060032010348,0.3988558856483948,0,0
Wielka_Brytania,2019,90858.0,156086.0,0.28,0.47,37972.0,36425.0,1.64,1.58,246944.0,0.75,74397.0,3.22,32245.8,0.2166,1.4235985714285715,1.5006791836734694,3.898800000000001,9.96519,9.004075102040817,0.3912419130994994,0.4330039405286967,0,0
Węgry,2008,,,,,0.0,0.0,,,,,0.0,,16070.9,0.15505,1.179477142857143,1.2400355102040816,2.7909,8.25634,7.44021306122449,0.3380311372835905,0.3751102256123672,0,0
Węgry,2009,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,15620.6,0.15725,0.9988938,0.956678,2.8305,6.9922566,5.740068,0.4048049380796465,0.493112625146601,0,0
Węgry,2010,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,16421.6,0.16375,1.2227826530612245,1.159485102040816,2.9475,8.55947857142857,6.956910612244897,0.3443550883857245,0.4236794411030794,0,0
Węgry,2011,9.0,,0.0,,9.0,0.0,0.02,0.0,,,9.0,0.02,17133.8,0.16175,1.372098979591837,1.3587440816326533,2.9115,9.60469285714286,8.15246448979592,0.3031330666482232,0.3571312703838448,0,0
Węgry,2012,90.0,17.0,0.0,0.0,8.0,17.0,0.02,0.03,107.0,0.0,25.0,0.05,17148.0,0.15835,1.479315918367347,1.5048495918367348,2.8503,10.35521142857143,9.02909755102041,0.2752527091948732,0.3156793892073829,0,0
Węgry,2013,110.0,17.0,0.0,0.0,14.0,,0.02,,127.0,0.0,,,17750.4,0.13615,1.4079635999999998,1.435514,2.4507,9.855745199999998,8.613084,0.248656996530308,0.2845322302673467,0,0
Węgry,2014,175.0,40.0,0.01,0.0,29.0,6.0,0.04,0.01,215.0,0.01,35.0,0.05,18489.4,0.1174,1.3260777551020408,1.3547920408163263,2.1132,9.282544285714286,8.12875224489796,0.2276531018820117,0.2599660976660172,0,0
Węgry,2015,342.0,99.0,0.01,0.0,195.0,30.0,0.25,0.04,441.0,0.01,225.0,0.29,19369.1,0.1136,1.1580304081632653,1.16224693877551,2.0448,8.106212857142857,6.97348163265306,0.2522509630620182,0.2932251216415775,0,0
Węgry,2016,758.0,210.0,0.02,0.01,232.0,,0.24,,968.0,0.03,,,19574.4,0.11195,1.0690575999999998,1.0640164,2.0151,7.483403199999999,6.384098400000001,0.2692758823953252,0.3156436310568145,0,0
Węgry,2017,1996.0,522.0,0.06,0.02,725.0,359.0,0.62,0.31,2518.0,0.08,1084.0,0.93,20419.5,0.11295,1.1473538,1.1575464,2.0331,8.031476600000001,6.945278399999999,0.2531414957991659,0.2927312460217577,0,0
Węgry,2018,3839.0,1268.0,0.11,0.03,1287.0,680.0,0.94,0.5,5107.0,0.14,1967.0,1.44,21875.5,0.11205,1.1972828,1.2409744,2.0169,8.3809796,7.445846400000001,0.2406520593368346,0.2708758536840083,0,0
Węgry,2019,6595.0,2122.0,0.17,0.06,1833.0,1035.0,1.16,0.65,8717.0,0.23,2868.0,1.81,23171.4,0.11085,1.1715461224489796,1.2257210204081632,1.9953,8.200822857142857,7.354326122448979,0.2433048530321696,0.2713096980985619,0,0
Węgry,2020,11012.0,5856.0,0.28,0.15,2975.0,2982.0,2.32,2.33,16868.0,0.43,5957.0,4.65,22731.5,0.102,1.022405,1.0555258,1.836,7.156835,6.333154800000001,0.2565379808253229,0.2899029090525309,1,0
Węgry,2021,18823.0,8002.0,0.47,0.2,4312.0,4182.0,3.54,3.43,26825.0,0.6699999999999999,8494.0,6.970000000000001,24805.4,0.10065,1.2363522448979594,1.248298367346939,1.8117,8.654465714285715,7.489790204081634,0.2093370127990074,0.2418892853651223,1,0
Węgry,2022,29836.0,9945.0,0.72,0.24,4710.0,4872.0,4.22,4.37,39781.0,0.96,9582.0,8.59,27305.6,0.1016,1.289545882352941,1.4781660784313726,1.8288,9.026821176470587,8.868996470588236,0.2025962367313723,0.2062014576355677,1,0
Węgry,2023,41212.0,11679.0,0.98,0.28,6090.0,5447.0,5.66,5.06,52891.0,1.26,11537.0,10.72,28968.6,0.11445,1.5836482692307694,1.6188419230769229,2.0601,11.085537884615386,9.713051538461537,0.1858367200078785,0.2120960639241395,1,0
Węgry,2024,65449.0,12620.0,1.54,0.3,8565.0,5695.0,7.04,4.68,78069.0,1.84,14260.0,11.72,30445.5,0.1063,1.533441165446103,1.5696377297996194,1.9134,10.734088158122722,9.417826378797717,0.1782545449426077,0.2031678991563938,1,0
Węgry,2025,94009.0,12668.0,2.15,0.29,11002.0,7136.0,8.5,5.51,106677.0,2.44,18138.0,14.01,31719.3,0.1061,1.4834297523705224,1.5107649818510205,1.9098,10.384008266593655,9.064589891106124,0.1839174190706307,0.2106879652518899,2,0
Włochy,2008,,,,,0.0,0.0,,,,,0.0,,27489.2,0.2129,1.3875367346938776,1.3517338775510204,3.8322,9.712757142857145,8.110403265306122,0.3945532605865923,0.4725042485116622,0,0
Włochy,2009,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,26046.1,0.20475,1.234138,1.0814589999999995,3.6855,8.638966,6.488753999999998,0.4266135553722517,0.5679826974485396,0,0
Włochy,2010,,,,,40.0,0.0,0.0,0.0,,,40.0,0.0,26477.9,0.19425,1.3631312244897955,1.2138748979591838,3.4965,9.541918571428573,7.283249387755102,0.3664357407607305,0.4800741830807633,0,0
Włochy,2011,117.0,,0.0,,117.0,3.0,0.01,0.0,,,120.0,0.01,27119.5,0.2026,1.5512561224489796,1.4428367346938775,3.6468,10.858792857142856,8.657020408163266,0.3358384350799319,0.4212534830761396,0,0
Włochy,2012,623.0,145.0,0.0,0.0,507.0,145.0,0.04,0.01,768.0,0.0,652.0,0.05,26792.3,0.2214499999999999,1.788211836734694,1.7067322448979594,3.9861,12.517482857142856,10.240393469387756,0.3184426170574229,0.3892526211923297,0,0
Włochy,2013,1531.0,363.0,0.0,0.0,846.0,162.0,0.06,0.01,1894.0,0.0,1008.0,0.0699999999999999,26316.4,0.23075,1.748751020408163,1.6580797959183673,4.1535,12.241257142857144,9.948478775510203,0.3393033862068321,0.4175010163588543,0,0
Włochy,2014,3430.0,832.0,0.01,0.0,1155.0,148.0,0.08,0.01,4262.0,0.01,1303.0,0.09,26280.2,0.2392,1.7162004081632651,1.612615714285714,4.3056,12.013402857142855,9.675694285714284,0.3583997016665434,0.4449913228818132,0,0
Włochy,2015,4584.0,1550.0,0.01,0.0,1576.0,740.0,0.1,0.05,6134.0,0.01,2316.0,0.15,26880.4,0.2439,1.537684489795918,1.4085716326530613,4.3902,10.763791428571428,8.451429795918369,0.4078674349213647,0.5194623993824399,0,0
Włochy,2016,5743.0,3149.0,0.02,0.01,1497.0,1309.0,0.08,0.07,8892.0,0.03,2806.0,0.15,28121.1,0.23015,1.4432364000000002,1.2809222,4.1427,10.102654800000002,7.6855332,0.4100605318118955,0.5390257113195477,0,0
Włochy,2017,7560.0,5786.0,0.02,0.02,2109.0,2649.0,0.11,0.13,13346.0,0.04,4758.0,0.24,28946.7,0.2106,1.5276388,1.3825096,3.7908,10.6934716,8.2950576,0.3544966631790559,0.4569950183347732,0,0
Włochy,2018,12156.0,10820.0,0.03,0.03,5155.0,4661.0,0.27,0.24,22976.0,0.06,9816.0,0.51,29555.4,0.2113999999999999,1.6042421999999998,1.490762,3.8052,11.2296954,8.944572,0.3388515773989738,0.4254200200971046,0,0
Włochy,2019,22728.0,16811.0,0.06,0.04,10718.0,6488.0,0.55,0.33,39539.0,0.1,17206.0,0.8800000000000001,30348.1,0.2321,1.5724161224489797,1.4782626530612244,4.1778,11.006912857142858,8.869575918367346,0.3795614677996516,0.4710259023036834,0,0
Włochy,2020,53079.0,44212.0,0.13,0.11,32477.0,27402.0,2.35,1.99,97291.0,0.24,59879.0,4.34,28386.4,0.2189499999999999,1.4319976,1.317785,3.9411,10.0239832,7.90671,0.3931670595776736,0.4984500506531793,1,0
Włochy,2021,118034.0,114589.0,0.3,0.29,67356.0,70378.0,4.62,4.83,232623.0,0.59,137734.0,9.45,31782.5,0.23095,1.6250157142857145,1.4860389795918367,4.1571,11.37511,8.91623387755102,0.365455806581211,0.4662394523394681,1,0
Włochy,2022,158131.0,183055.0,0.4,0.46,49407.0,69806.0,3.75,5.3,341186.0,0.8600000000000001,119213.0,9.05,35348.2,0.3378,1.813873137254902,1.815353921568628,6.0804,12.697111960784314,10.892123529411766,0.4788805532139615,0.5582382520342546,1,0
Włochy,2023,219540.0,252640.0,0.55,0.63,66294.0,68814.0,4.23,4.4,472180.0,1.1800000000000002,135108.0,8.63,37697.0,0.35645,1.8664192307692309,1.7947709615384615,6.4161,13.064934615384615,10.76862576923077,0.4910931580510721,0.5958141862755361,1,0
Włochy,2024,277365.0,286737.0,0.67,0.69,66227.0,52161.0,4.25,3.35,564102.0,1.36,118388.0,7.6,39068.5,0.31925,1.8205828301886795,1.7170041509433964,5.746500000000001,12.744079811320756,10.302024905660378,0.4509152551677603,0.5578029613229362,1,0
Włochy,2025,372693.0,383258.0,0.89,0.91,94618.0,96995.0,6.2,6.36,755951.0,1.8,191613.0,12.56,39949.2,0.3128499999999999,1.7332932692307692,1.6531128846153844,5.6313,12.133052884615385,9.918677307692306,0.4641288596986537,0.5677470720448498,2,0
Łotwa,2008,,,,,0.0,0.0,,,,,0.0,,14458.6,0.09225,1.0317510204081637,1.102614693877551,1.6605,7.222257142857144,6.615688163265306,0.2299142729419769,0.2509942970438357,0,0
Łotwa,2009,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,12505.9,0.1053,0.958305,0.9174906,1.8954,6.708135,5.5049436,0.2825524531035824,0.3443087046341401,0,0
Łotwa,2010,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,13130.4,0.10485,1.0863461224489794,1.063844693877551,1.8873,7.604422857142856,6.383068163265306,0.248184515176882,0.2956728569595186,0,0
Łotwa,2011,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,13880.6,0.1255,1.27885,1.2705191836734693,2.259,8.95195,7.623115102040815,0.2523472539502566,0.2963355491504036,0,0
Łotwa,2012,10.0,,0.0,,6.0,3.0,0.06,0.03,,,9.0,0.09,15139.1,0.13755,1.4088404081632653,1.37172693877551,2.4759,9.861882857142858,8.23036163265306,0.2510575349418931,0.3008251776176076,0,0
Łotwa,2013,15.0,6.0,0.0,0.0,,,,,21.0,0.0,,,15770.2,0.1368,1.3514738,1.308669,2.4624,9.4603166,7.852013999999999,0.2602872719925674,0.3136010710118449,0,0
Łotwa,2014,188.0,9.0,0.03,0.0,158.0,1.0,1.2,0.01,197.0,0.03,159.0,1.21,16462.6,0.1333,1.2919183673469388,1.2600255102040816,2.3994,9.04342857142857,7.56015306122449,0.2653197270314672,0.3173745267548033,0,0
Łotwa,2015,211.0,23.0,0.03,0.0,17.0,,0.12,,234.0,0.03,,,17353.1,0.16425,1.1294914285714286,1.0630510204081631,2.9565,7.90644,6.37830612244898,0.3739356777513015,0.4635243187206634,0,0
Łotwa,2016,241.0,26.0,0.04,0.0,19.0,15.0,0.11,0.09,267.0,0.04,34.0,0.2,17925.2,0.1626,1.070633,0.9505184,2.9268,7.494431,5.703110399999999,0.3905299815289513,0.5131936425428483,0,0
Łotwa,2017,312.0,49.0,0.05,0.01,62.0,29.0,0.36,0.17,361.0,0.06,91.0,0.53,18999.8,0.1583999999999999,1.1506856,1.045764,2.8511999999999995,8.054799200000001,6.274583999999999,0.3539753045612855,0.4544046266652897,0,0
Łotwa,2018,442.0,89.0,0.06,0.01,130.0,29.0,0.76,0.17,531.0,0.0699999999999999,159.0,0.93,20230.2,0.1521,1.2707891999999998,1.1918534,2.7378,8.8955244,7.1511204,0.3077727491815997,0.3828490987230477,0,0
Łotwa,2019,658.0,124.0,0.09,0.02,118.0,23.0,0.64,0.12,782.0,0.11,141.0,0.76,20948.7,0.1634499999999999,1.258,1.1977569387755105,2.9421,8.806000000000001,7.186541632653062,0.3341017488076311,0.4093902394765453,0,0
Łotwa,2020,1205.0,196.0,0.16,0.03,297.0,90.0,2.14,0.65,1401.0,0.19,387.0,2.79,20911.4,0.1426,1.1444834000000002,1.046805,2.5668,8.0113838,6.28083,0.3203940872237328,0.4086721022540015,1,0
Łotwa,2021,2106.0,338.0,0.28,0.04,421.0,140.0,2.94,0.98,2444.0,0.32,561.0,3.92,23542.2,0.1644499999999999,1.3378542857142857,1.2297677551020407,2.9601,9.36498,7.378606530612244,0.3160818282580422,0.401173309312427,1,0
Łotwa,2022,3832.0,568.0,0.49,0.07,1068.0,275.0,6.38,1.64,4400.0,0.56,1343.0,8.02,24939.3,0.23755,1.7780054901960785,1.7719703921568628,4.2759,12.44603843137255,10.631822352941176,0.3435551017761443,0.4021794061313599,1,0
Łotwa,2023,6369.0,856.0,0.8,0.11,1800.0,396.0,9.48,2.09,7225.0,0.91,2196.0,11.57,26755.5,0.2914,1.642123653846154,1.5944932692307692,5.2452,11.494865576923075,9.566959615384617,0.4563080764102353,0.5482619568671745,1,0
Łotwa,2024,9410.0,1390.0,1.19,0.18,1293.0,790.0,7.52,4.6,10800.0,1.37,2083.0,12.12,27536.5,0.2476999999999999,1.6306892452830188,1.5915243396226415,4.4586,11.414824716981132,9.549146037735849,0.3905973250178091,0.4669108611786564,1,0
Łotwa,2025,11025.0,4022.0,1.38,0.5,1628.0,2773.0,7.23,12.32,15047.0,1.88,4401.0,19.55,29518.5,0.2445999999999999,1.5549219230769231,1.5221976923076923,4.4028,10.88445346153846,9.133186153846154,0.4045035440279871,0.4820661624361942,2,0
