panstwo,rok,cena_energii_eur_kwh,cena_benzyny_eur_litr,cena_diesla_eur_litr,koszt_100_km_ev,koszt_100_km_benzyna,koszt_100_km_diesel,relacja_kosztu_ev_do_benzyny,relacja_kosztu_ev_do_diesla
Belgia,2024,0.33335,1.635917358490566,1.7190833962264152,6.000299999999999,11.451421509433962,10.314500377358492,0.5239786165461472,0.5817344302174193
Belgia,2025,0.3535,1.5533471153846152,1.6585934615384614,6.3629999999999995,10.873429807692307,9.951560769230769,0.5851879409290484,0.639397190807874
Bułgaria,2008,0.07669999999999999,1.0219830612244898,1.0937469387755103,1.3805999999999998,7.153881428571428,6.562481632653062,0.19298614518352372,0.210377731669453
Bułgaria,2009,0.08205,0.8819056,0.8353126,1.4768999999999999,6.1733392,5.0118756,0.23923843355310848,0.2946800994023076
Bułgaria,2010,0.08215,1.0185214285714286,0.9780651020408163,1.4787,7.12965,5.868390612244898,0.20740148534640548,0.2519770917966105
Bułgaria,2011,0.085,1.1681428571428571,1.1745653061224488,1.53,8.177,7.047391836734693,0.18711018711018712,0.21710159381586241
Bułgaria,2012,0.09004999999999999,1.2782304081632654,1.2733336734693879,1.6208999999999998,8.947612857142857,7.640002040816327,0.18115446274656813,0.21215962919125192
Bułgaria,2013,0.09029999999999999,1.317534,1.3343361999999999,1.6254,9.222738,8.006017199999999,0.1762383361643798,0.20302229677947733
Bułgaria,2014,0.08635,1.2768363265306122,1.3031475510204082,1.5543,8.937854285714286,7.81888530612245,0.17390079881748544,0.1987879268139323
Bułgaria,2015,0.09495,1.1029548979591837,1.125930612244898,1.7091,7.7206842857142854,6.755583673469388,0.22136638887855797,0.25299072332002914
Bułgaria,2016,0.0947,0.9838294000000001,0.953584,1.7046000000000001,6.8868058,5.7215039999999995,0.247516780566108,0.29792865652108264
Bułgaria,2017,0.0969,1.0259268,1.0123142,1.7442,7.1814876,6.0738852,0.24287447074335963,0.2871638074423929
