"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,0.28,,
"2010",,,,0.38,,
"2011",,,,0.52,,
"2012",0,,,0.56,0,
"2013",0,0,,0.66,0,
"2014",0.01,0,,0.69,0.01,
"2015",0.03,0.01,,0.8,0.01,
"2016",0.04,0.01,,0.86,0.01,
"2017",0.07,0.03,,0.89,0.02,
"2018",0.11,0.05,,0.9,0.02,
"2019",0.17,0.06,,0.85,0.02,
"2020",0.31,0.07,,0.8,0.03,
"2021",0.46,0.09,,0.78,0.03,
"2022",0.66,0.13,,0.78,0.03,
"2023",1.04,0.21,,0.74,0.04,
"2024",1.34,0.25,,0.67,0.04,
"2025",1.75,0.41,,0.7,0.02,
