"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,0.8,,
"2010",,,,0.8,,
"2011",0,,,0.81,,
"2012",0,0,,0.8,,
"2013",0,0,,0.79,0.01,
"2014",0.01,0,,0.77,0.02,
"2015",0.01,0,,0.75,0.05,
"2016",0.02,0.01,,0.84,0.06,
"2017",0.06,0.02,,0.77,0.06,
"2018",0.11,0.03,,0.76,0.06,
"2019",0.17,0.06,,0.69,0.06,
"2020",0.28,0.15,,0.64,0.06,
"2021",0.47,0.2,0,0.6,0.06,
"2022",0.72,0.24,0,0.56,0.06,
"2023",0.98,0.28,0,0.53,0.05,
"2024",1.54,0.3,0,0.6,0.05,
"2025",2.15,0.29,0,0.59,0.05,
