"Category","BEV","PHEV","H2","LPG","CNG","LNG"
2008,,,,,,
2009,,,,,,
2010,,,,,,
2011,31,,,,,
2012,100,30,,,,
2013,263,60,,146,109,
2014,524,166,,151,135,
2015,580,279,,151,144,
2016,685,449,,271,189,
2017,970,1023,,281,204,
2018,1336,1682,2,271,195,
2019,2195,2369,2,258,168,
2020,4444,4526,2,247,160,
2021,8528,7833,3,256,147,
2022,13909,10671,5,264,147,
2023,23267,14141,5,269,147,
2024,32061,17147,5,267,145,
2025,39182,18318,5,274,143,
2026,46948,19878,5,274,142,0
