"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,,,
"2010",,,,,,
"2011",,,,,,
"2012",0.02,,,,,
"2013",0.02,,,0,0,
"2014",0.03,0,,0,,
"2015",0.05,0,,0,0,
"2016",0.05,0,,0.02,0,
"2017",0.06,0,,0.02,,
"2018",0.2,0,,0.03,,
"2019",0.32,0.06,,0.03,,
"2020",0.42,0.21,,0.04,,
"2021",0.57,0.23,,0.04,,
"2022",0.88,0.85,,0.58,,
"2023",1.35,1.15,,0.58,,
"2024",2.2,1.41,,0.58,,
"2025",2.92,1.51,,0.57,,
