"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",0,0,,,18,
"2009",0,0,,,7,
"2010",2,0,,,50,
"2011",0,0,,,166,
"2012",17,12,,,171,
"2013",53,19,,,50,
"2014",134,37,,,38,
"2015",256,146,,,222,
"2016",226,618,,,359,
"2017",842,2116,,,319,
"2018",768,2669,11,,145,
"2019",1139,1734,7,,53,
"2020",2530,2268,1,0,42,
"2021",4266,4881,3,2,7,
"2022",6851,5037,0,,4,
"2023",10063,2179,1,,3,
"2024",2661,1684,0,,4,
"2025",5999,2951,0,,,
"2026",3180,1461,0,,,
