"Category","BEV","PHEV","H2","LPG","CNG","LNG"
2008,,,,,,
2009,,,,,,
2010,,,,,,
2011,,,,,,
2012,,,,,30,
2013,,,,,30,
2014,40,,,,30,
2015,62,,,,26,
2016,117,,,,30,
2017,164,,,,,
2018,237,1,,0,,
2019,308,1,,0,,
2020,403,9,,0,,
2021,630,44,,0,,
2022,950,64,,0,,
2023,1307,79,,0,,
2024,1533,143,,0,,
2025,2011,210,,0,,
2026,2265,210,0,0,0,
