"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0,,,2.99,,
"2010",0,,,3.09,,
"2011",0,,,3.16,,
"2012",0,,,3.39,0,
"2013",0,0,,3.52,0.02,
"2014",0,0,,3.53,0.01,
"2015",0.01,0,,3.65,0.01,
"2016",0.02,0.01,,3.78,0.01,
"2017",0.02,0.01,,3.78,0.01,
"2018",0.03,0.01,,3.63,0.01,
"2019",0.04,0.02,,3.51,0.01,
"2020",0.08,0.03,,3.47,0.01,
"2021",0.17,0.07,,3.26,0.01,
"2022",0.26,0.14,,3.07,0.01,
"2023",0.37,0.24,,2.97,0.01,
"2024",0.5,0.41,,2.8,0.01,
"2025",0.62,0.66,,2.79,0.01,
