"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,,,
"2010",,,,,,
"2011",,,,,,
"2012",0.01,0,,,0.21,
"2013",0.05,0.02,,,0.23,
"2014",0.14,0.03,,,0.25,
"2015",0.33,0.11,0,,0.36,
"2016",0.5,0.48,,,0.53,
"2017",0.74,1.24,0,,0.56,
"2018",1,2.26,0.01,0,0.59,
"2019",1.39,2.97,0.01,0,0.59,
"2020",2.04,3.6,0.01,0,0.61,
"2021",3.75,5.42,0.01,0,0.55,
"2022",6.25,7.29,0.01,0,0.57,
"2023",8.44,7.15,0.01,0,0.53,
"2024",9.69,7.82,0.01,0,0.5,
"2025",11.49,8.79,0.01,,0.46,
