"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,,,
"2010",0,,,,,
"2011",0,,,,,
"2012",0.01,,,,0,
"2013",0.01,0,,,0,
"2014",0.03,0,,,0,
"2015",0.05,0.01,,,,
"2016",0.08,0.02,,,,
"2017",0.13,0.03,,,,
"2018",0.21,0.07,,,,
"2019",0.38,0.13,,,,
"2020",0.55,0.25,,,,
"2021",0.93,0.76,,,,
"2022",1.57,1.07,,0.02,0.01,
"2023",2.5,1.5,,0.02,0.01,
"2024",2.87,1.65,,0.02,0.01,
"2025",3.76,2.4,,0.02,0.01,
