"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,14.1,,
"2010",,,,14.37,,
"2011",0,,,14.43,,
"2012",0,0,,14.71,0.02,
"2013",0,0,,14.68,0.03,
"2014",0,0,,14.52,0.03,
"2015",0,0,,14.37,0.03,
"2016",0,0,,14.22,0.02,
"2017",0,0,,13.5,0.02,
"2018",0.01,0.01,,14.01,0.02,
"2019",0.02,0.01,,13.66,0.02,
"2020",0.04,0.02,,13.49,0.02,
"2021",0.07,0.06,0,13.2,0.02,
"2022",0.12,0.1,0,12.94,0.02,
"2023",0.19,0.17,0,12.76,0.02,
"2024",0.32,0.3,0,15.46,0.02,
