"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,17,
"2009",,,,,2,
"2010",,,,,8,
"2011",,,,,,
"2012",,,,,,
"2013",14,,,0,4,
"2014",18,,,,64,
"2015",30,,,,5,
"2016",46,1,,1,,
"2017",57,,,,,
"2018",48,1,,,,
"2019",97,6,,,,
"2020",164,3,,,,
"2021",292,35,,,,
"2022",317,111,,,,
"2023",338,65,,,,
"2024",362,87,,,,
"2025",364,57,,,,
"2026",254,0,,,,
