"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",0,,,0.84,0.01,
"2010",0,,,0.94,0.01,
"2011",0,,,1.03,0.01,
"2012",0,0,,1.14,0.03,
"2013",0,0,,1.25,0.04,
"2014",0.01,0,,1.34,0.07,
"2015",0.01,0,,1.38,0.12,
"2016",0.02,0,,1.44,0.17,
"2017",0.03,0.01,,1.49,0.22,
"2018",0.06,0.01,,1.54,0.26,
"2019",0.08,0.02,,1.57,0.29,
"2020",0.13,0.05,0,1.6,0.31,
"2021",0.15,0.1,0,1.67,0.33,
"2022",0.23,0.15,0,1.72,0.34,
"2023",0.36,0.25,0,1.8,0.35,
"2024",0.47,0.34,0,1.77,0.34,
