"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,,,
"2010",,,,,,
"2011",,,,,,
"2012",0.04,0,,0.01,0,
"2013",0.06,0,0,0,0,
"2014",0.13,0,0,0,0,
"2015",0.33,0.02,0,0,0,
"2016",0.35,0.04,0,0,0,
"2017",0.35,0.07,0,0,0.01,
"2018",0.39,0.2,0,0,0.01,
"2019",0.58,0.37,0,0,0.01,
"2020",1.17,1.07,0,0,0,
"2021",2.39,2.8,0.01,0,0,
"2022",4.03,3.76,0.01,0,0,
"2023",7,4.3,0,0,0,
"2024",12.02,4.45,0,0,0,
