"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,,,
"2010",,,,,,
"2011",,,,,,
"2012",,,,,0.11,
"2013",,,,,0.11,
"2014",0.14,,,,0.11,
"2015",0.22,,,,0.09,
"2016",0.4,,,,0.1,
"2017",0.55,,,,,
"2018",0.79,0,,0,,
"2019",1.02,0,,0,,
"2020",1.32,0.03,,0,,
"2021",2.06,0.14,,0,,
"2022",3.08,0.21,,0,,
"2023",4.22,0.26,,0,,
"2024",4.93,0.46,,0,,
"2025",6.48,0.68,,0,,
