"Category","BEV","PHEV","H2","LPG","CNG","LNG"
"2008",,,,,,
"2009",,,,35.6,,
"2010",,,,38.44,,
"2011",,,,40.17,,
"2012",0,,,41.27,,
"2013",0,,,41.49,0,
"2014",0,0,,41.35,0,
"2015",0.01,0,,40.34,0,
"2016",0.01,0,,39.23,0,
"2017",0.01,0,,38.36,0,
"2018",0.01,0,,38.67,0,
"2019",0.01,0,,38.7,0,
"2020",0.02,0.01,,37.19,0,
"2021",0.05,0.01,,35.72,0,
"2022",0.1,0.02,,34.16,0,
"2023",0.53,0.04,,32.38,0,
"2024",1.13,0.12,,30.42,0,
"2025",2.18,0.4,,28.69,0,
